TL,Territory Level and Typology,REG_ID,Region,SERIES,SNA Classification,VAR,Indicator,MEAS,Measure,POS,Position,TIME,Year,Unit Code,Unit,PowerCode Code,PowerCode,Reference Period Code,Reference Period,Value,Flag Codes,Flags
2,Large regions (TL2),ITH5,Emilia-Romagna,SNA_2008,Last SNA classification (SNA 2008 or latest available),GVA_IND_TOTAL,"Regional Gross Value Added, total activities",PW_REAL_PPP,"USD per worker, constant prices, constant PPP, base year 2015",ALL,All regions,2003,2003,,,0,Units,,,87208,,
2,Large regions (TL2),ITI1,Tuscany,SNA_2008,Last SNA classification (SNA 2008 or latest available),GVA_IND_TOTAL,"Regional Gross Value Added, total activities",PW_REAL_PPP,"USD per worker, constant prices, constant PPP, base year 2015",ALL,All regions,2003,2003,,,0,Units,,,82859,,
2,Large regions (TL2),ITI2,Umbria,SNA_2008,Last SNA classification (SNA 2008 or latest available),GVA_IND_TOTAL,"Regional Gross Value Added, total activities",PW_REAL_PPP,"USD per worker, constant prices, constant PPP, base year 2015",ALL,All regions,2003,2003,,,0,Units,,,82681,,
2,Large regions (TL2),ITI3,Marche,SNA_2008,Last SNA classification (SNA 2008 or latest available),GVA_IND_TOTAL,"Regional Gross Value Added, total activities",PW_REAL_PPP,"USD per worker, constant prices, constant PPP, base year 2015",ALL,All regions,2003,2003,,,0,Units,,,78635,,
2,Large regions (TL2),ITI4,Lazio,SNA_2008,Last SNA classification (SNA 2008 or latest available),GVA_IND_TOTAL,"Regional Gross Value Added, total activities",PW_REAL_PPP,"USD per worker, constant prices, constant PPP, base year 2015",ALL,All regions,2003,2003,,,0,Units,,,97684,,
2,Large regions (TL2),ITZZ,"Italy, not regionalised",SNA_2008,Last SNA classification (SNA 2008 or latest available),GVA_IND_TOTAL,"Regional Gross Value Added, total activities",PW_REAL_PPP,"USD per worker, constant prices, constant PPP, base year 2015",ALL,All regions,2003,2003,,,0,Units,,,168977,,
1,Country,ITA,Italy,SNA_2008,Last SNA classification (SNA 2008 or latest available),GVA_IND_TOTAL,"Regional Gross Value Added, total activities",PW_REAL_PPP,"USD per worker, constant prices, constant PPP, base year 2015",ALL,All regions,2004,2004,,,0,Units,,,85028,,
2,Large regions (TL2),ITC1,Piedmont,SNA_2008,Last SNA classification (SNA 2008 or latest available),GVA_IND_TOTAL,"Regional Gross Value Added, total activities",PW_REAL_PPP,"USD per worker, constant prices, constant PPP, base year 2015",ALL,All regions,2004,2004,,,0,Units,,,90681,,
2,Large regions (TL2),ITC2,Aosta Valley,SNA_2008,Last SNA classification (SNA 2008 or latest available),GVA_IND_TOTAL,"Regional Gross Value Added, total activities",PW_REAL_PPP,"USD per worker, constant prices, constant PPP, base year 2015",ALL,All regions,2004,2004,,,0,Units,,,97274,,
2,Large regions (TL2),ITC3,Liguria,SNA_2008,Last SNA classification (SNA 2008 or latest available),GVA_IND_TOTAL,"Regional Gross Value Added, total activities",PW_REAL_PPP,"USD per worker, constant prices, constant PPP, base year 2015",ALL,All regions,2004,2004,,,0,Units,,,95623,,
2,Large regions (TL2),ITC4,Lombardy,SNA_2008,Last SNA classification (SNA 2008 or latest available),GVA_IND_TOTAL,"Regional Gross Value Added, total activities",PW_REAL_PPP,"USD per worker, constant prices, constant PPP, base year 2015",ALL,All regions,2004,2004,,,0,Units,,,95099,,
2,Large regions (TL2),ITF1,Abruzzo,SNA_2008,Last SNA classification (SNA 2008 or latest available),GVA_IND_TOTAL,"Regional Gross Value Added, total activities",PW_REAL_PPP,"USD per worker, constant prices, constant PPP, base year 2015",ALL,All regions,2004,2004,,,0,Units,,,75331,,
2,Large regions (TL2),ITF2,Molise,SNA_2008,Last SNA classification (SNA 2008 or latest available),GVA_IND_TOTAL,"Regional Gross Value Added, total activities",PW_REAL_PPP,"USD per worker, constant prices, constant PPP, base year 2015",ALL,All regions,2004,2004,,,0,Units,,,77985,,
2,Large regions (TL2),ITF3,Campania,SNA_2008,Last SNA classification (SNA 2008 or latest available),GVA_IND_TOTAL,"Regional Gross Value Added, total activities",PW_REAL_PPP,"USD per worker, constant prices, constant PPP, base year 2015",ALL,All regions,2004,2004,,,0,Units,,,66689,,
2,Large regions (TL2),ITF4,Apulia,SNA_2008,Last SNA classification (SNA 2008 or latest available),GVA_IND_TOTAL,"Regional Gross Value Added, total activities",PW_REAL_PPP,"USD per worker, constant prices, constant PPP, base year 2015",ALL,All regions,2004,2004,,,0,Units,,,69663,,
2,Large regions (TL2),ITF5,Basilicata,SNA_2008,Last SNA classification (SNA 2008 or latest available),GVA_IND_TOTAL,"Regional Gross Value Added, total activities",PW_REAL_PPP,"USD per worker, constant prices, constant PPP, base year 2015",ALL,All regions,2004,2004,,,0,Units,,,71166,,
2,Large regions (TL2),ITF6,Calabria,SNA_2008,Last SNA classification (SNA 2008 or latest available),GVA_IND_TOTAL,"Regional Gross Value Added, total activities",PW_REAL_PPP,"USD per worker, constant prices, constant PPP, base year 2015",ALL,All regions,2004,2004,,,0,Units,,,63565,,
2,Large regions (TL2),ITG1,Sicily,SNA_2008,Last SNA classification (SNA 2008 or latest available),GVA_IND_TOTAL,"Regional Gross Value Added, total activities",PW_REAL_PPP,"USD per worker, constant prices, constant PPP, base year 2015",ALL,All regions,2004,2004,,,0,Units,,,72447,,
2,Large regions (TL2),ITG2,Sardinia,SNA_2008,Last SNA classification (SNA 2008 or latest available),GVA_IND_TOTAL,"Regional Gross Value Added, total activities",PW_REAL_PPP,"USD per worker, constant prices, constant PPP, base year 2015",ALL,All regions,2004,2004,,,0,Units,,,70341,,
2,Large regions (TL2),ITH1,Province of Bolzano-Bozen,SNA_2008,Last SNA classification (SNA 2008 or latest available),GVA_IND_TOTAL,"Regional Gross Value Added, total activities",PW_REAL_PPP,"USD per worker, constant prices, constant PPP, base year 2015",ALL,All regions,2004,2004,,,0,Units,,,92806,,
2,Large regions (TL2),ITH2,Province of Trento,SNA_2008,Last SNA classification (SNA 2008 or latest available),GVA_IND_TOTAL,"Regional Gross Value Added, total activities",PW_REAL_PPP,"USD per worker, constant prices, constant PPP, base year 2015",ALL,All regions,2004,2004,,,0,Units,,,96839,,
2,Large regions (TL2),ITH3,Veneto,SNA_2008,Last SNA classification (SNA 2008 or latest available),GVA_IND_TOTAL,"Regional Gross Value Added, total activities",PW_REAL_PPP,"USD per worker, constant prices, constant PPP, base year 2015",ALL,All regions,2004,2004,,,0,Units,,,88580,,
2,Large regions (TL2),ITH4,Friuli-Venezia Giulia,SNA_2008,Last SNA classification (SNA 2008 or latest available),GVA_IND_TOTAL,"Regional Gross Value Added, total activities",PW_REAL_PPP,"USD per worker, constant prices, constant PPP, base year 2015",ALL,All regions,2004,2004,,,0,Units,,,84333,,
2,Large regions (TL2),ITH5,Emilia-Romagna,SNA_2008,Last SNA classification (SNA 2008 or latest available),GVA_IND_TOTAL,"Regional Gross Value Added, total activities",PW_REAL_PPP,"USD per worker, constant prices, constant PPP, base year 2015",ALL,All regions,2004,2004,,,0,Units,,,89453,,
2,Large regions (TL2),ITI1,Tuscany,SNA_2008,Last SNA classification (SNA 2008 or latest available),GVA_IND_TOTAL,"Regional Gross Value Added, total activities",PW_REAL_PPP,"USD per worker, constant prices, constant PPP, base year 2015",ALL,All regions,2004,2004,,,0,Units,,,84201,,
2,Large regions (TL2),ITI2,Umbria,SNA_2008,Last SNA classification (SNA 2008 or latest available),GVA_IND_TOTAL,"Regional Gross Value Added, total activities",PW_REAL_PPP,"USD per worker, constant prices, constant PPP, base year 2015",ALL,All regions,2004,2004,,,0,Units,,,81857,,
2,Large regions (TL2),ITI3,Marche,SNA_2008,Last SNA classification (SNA 2008 or latest available),GVA_IND_TOTAL,"Regional Gross Value Added, total activities",PW_REAL_PPP,"USD per worker, constant prices, constant PPP, base year 2015",ALL,All regions,2004,2004,,,0,Units,,,78803,,
2,Large regions (TL2),ITI4,Lazio,SNA_2008,Last SNA classification (SNA 2008 or latest available),GVA_IND_TOTAL,"Regional Gross Value Added, total activities",PW_REAL_PPP,"USD per worker, constant prices, constant PPP, base year 2015",ALL,All regions,2004,2004,,,0,Units,,,97843,,
2,Large regions (TL2),ITZZ,"Italy, not regionalised",SNA_2008,Last SNA classification (SNA 2008 or latest available),GVA_IND_TOTAL,"Regional Gross Value Added, total activities",PW_REAL_PPP,"USD per worker, constant prices, constant PPP, base year 2015",ALL,All regions,2004,2004,,,0,Units,,,247185,,
1,Country,ITA,Italy,SNA_2008,Last SNA classification (SNA 2008 or latest available),GVA_IND_TOTAL,"Regional Gross Value Added, total activities",PW_REAL_PPP,"USD per worker, constant prices, constant PPP, base year 2015",ALL,All regions,2005,2005,,,0,Units,,,85239,,
2,Large regions (TL2),ITC1,Piedmont,SNA_2008,Last SNA classification (SNA 2008 or latest available),GVA_IND_TOTAL,"Regional Gross Value Added, total activities",PW_REAL_PPP,"USD per worker, constant prices, constant PPP, base year 2015",ALL,All regions,2005,2005,,,0,Units,,,90066,,
2,Large regions (TL2),ITC2,Aosta Valley,SNA_2008,Last SNA classification (SNA 2008 or latest available),GVA_IND_TOTAL,"Regional Gross Value Added, total activities",PW_REAL_PPP,"USD per worker, constant prices, constant PPP, base year 2015",ALL,All regions,2005,2005,,,0,Units,,,100486,,
2,Large regions (TL2),ITC3,Liguria,SNA_2008,Last SNA classification (SNA 2008 or latest available),GVA_IND_TOTAL,"Regional Gross Value Added, total activities",PW_REAL_PPP,"USD per worker, constant prices, constant PPP, base year 2015",ALL,All regions,2005,2005,,,0,Units,,,94592,,
2,Large regions (TL2),ITC4,Lombardy,SNA_2008,Last SNA classification (SNA 2008 or latest available),GVA_IND_TOTAL,"Regional Gross Value Added, total activities",PW_REAL_PPP,"USD per worker, constant prices, constant PPP, base year 2015",ALL,All regions,2005,2005,,,0,Units,,,95760,,
2,Large regions (TL2),ITF1,Abruzzo,SNA_2008,Last SNA classification (SNA 2008 or latest available),GVA_IND_TOTAL,"Regional Gross Value Added, total activities",PW_REAL_PPP,"USD per worker, constant prices, constant PPP, base year 2015",ALL,All regions,2005,2005,,,0,Units,,,75258,,
2,Large regions (TL2),ITF2,Molise,SNA_2008,Last SNA classification (SNA 2008 or latest available),GVA_IND_TOTAL,"Regional Gross Value Added, total activities",PW_REAL_PPP,"USD per worker, constant prices, constant PPP, base year 2015",ALL,All regions,2005,2005,,,0,Units,,,79656,,
2,Large regions (TL2),ITF3,Campania,SNA_2008,Last SNA classification (SNA 2008 or latest available),GVA_IND_TOTAL,"Regional Gross Value Added, total activities",PW_REAL_PPP,"USD per worker, constant prices, constant PPP, base year 2015",ALL,All regions,2005,2005,,,0,Units,,,67927,,
2,Large regions (TL2),ITF4,Apulia,SNA_2008,Last SNA classification (SNA 2008 or latest available),GVA_IND_TOTAL,"Regional Gross Value Added, total activities",PW_REAL_PPP,"USD per worker, constant prices, constant PPP, base year 2015",ALL,All regions,2005,2005,,,0,Units,,,69926,,
2,Large regions (TL2),ITF5,Basilicata,SNA_2008,Last SNA classification (SNA 2008 or latest available),GVA_IND_TOTAL,"Regional Gross Value Added, total activities",PW_REAL_PPP,"USD per worker, constant prices, constant PPP, base year 2015",ALL,All regions,2005,2005,,,0,Units,,,71993,,
2,Large regions (TL2),ITF6,Calabria,SNA_2008,Last SNA classification (SNA 2008 or latest available),GVA_IND_TOTAL,"Regional Gross Value Added, total activities",PW_REAL_PPP,"USD per worker, constant prices, constant PPP, base year 2015",ALL,All regions,2005,2005,,,0,Units,,,64397,,
2,Large regions (TL2),ITG1,Sicily,SNA_2008,Last SNA classification (SNA 2008 or latest available),GVA_IND_TOTAL,"Regional Gross Value Added, total activities",PW_REAL_PPP,"USD per worker, constant prices, constant PPP, base year 2015",ALL,All regions,2005,2005,,,0,Units,,,72306,,
2,Large regions (TL2),ITG2,Sardinia,SNA_2008,Last SNA classification (SNA 2008 or latest available),GVA_IND_TOTAL,"Regional Gross Value Added, total activities",PW_REAL_PPP,"USD per worker, constant prices, constant PPP, base year 2015",ALL,All regions,2005,2005,,,0,Units,,,70229,,
2,Large regions (TL2),ITH1,Province of Bolzano-Bozen,SNA_2008,Last SNA classification (SNA 2008 or latest available),GVA_IND_TOTAL,"Regional Gross Value Added, total activities",PW_REAL_PPP,"USD per worker, constant prices, constant PPP, base year 2015",ALL,All regions,2005,2005,,,0,Units,,,92357,,
2,Large regions (TL2),ITH2,Province of Trento,SNA_2008,Last SNA classification (SNA 2008 or latest available),GVA_IND_TOTAL,"Regional Gross Value Added, total activities",PW_REAL_PPP,"USD per worker, constant prices, constant PPP, base year 2015",ALL,All regions,2005,2005,,,0,Units,,,97087,,
2,Large regions (TL2),ITH3,Veneto,SNA_2008,Last SNA classification (SNA 2008 or latest available),GVA_IND_TOTAL,"Regional Gross Value Added, total activities",PW_REAL_PPP,"USD per worker, constant prices, constant PPP, base year 2015",ALL,All regions,2005,2005,,,0,Units,,,88901,,
2,Large regions (TL2),ITH4,Friuli-Venezia Giulia,SNA_2008,Last SNA classification (SNA 2008 or latest available),GVA_IND_TOTAL,"Regional Gross Value Added, total activities",PW_REAL_PPP,"USD per worker, constant prices, constant PPP, base year 2015",ALL,All regions,2005,2005,,,0,Units,,,85572,,
2,Large regions (TL2),ITH5,Emilia-Romagna,SNA_2008,Last SNA classification (SNA 2008 or latest available),GVA_IND_TOTAL,"Regional Gross Value Added, total activities",PW_REAL_PPP,"USD per worker, constant prices, constant PPP, base year 2015",ALL,All regions,2005,2005,,,0,Units,,,89165,,
2,Large regions (TL2),ITI1,Tuscany,SNA_2008,Last SNA classification (SNA 2008 or latest available),GVA_IND_TOTAL,"Regional Gross Value Added, total activities",PW_REAL_PPP,"USD per worker, constant prices, constant PPP, base year 2015",ALL,All regions,2005,2005,,,0,Units,,,83586,,
2,Large regions (TL2),ITI2,Umbria,SNA_2008,Last SNA classification (SNA 2008 or latest available),GVA_IND_TOTAL,"Regional Gross Value Added, total activities",PW_REAL_PPP,"USD per worker, constant prices, constant PPP, base year 2015",ALL,All regions,2005,2005,,,0,Units,,,80753,,
2,Large regions (TL2),ITI3,Marche,SNA_2008,Last SNA classification (SNA 2008 or latest available),GVA_IND_TOTAL,"Regional Gross Value Added, total activities",PW_REAL_PPP,"USD per worker, constant prices, constant PPP, base year 2015",ALL,All regions,2005,2005,,,0,Units,,,78739,,
2,Large regions (TL2),ITI4,Lazio,SNA_2008,Last SNA classification (SNA 2008 or latest available),GVA_IND_TOTAL,"Regional Gross Value Added, total activities",PW_REAL_PPP,"USD per worker, constant prices, constant PPP, base year 2015",ALL,All regions,2005,2005,,,0,Units,,,98068,,
2,Large regions (TL2),ITZZ,"Italy, not regionalised",SNA_2008,Last SNA classification (SNA 2008 or latest available),GVA_IND_TOTAL,"Regional Gross Value Added, total activities",PW_REAL_PPP,"USD per worker, constant prices, constant PPP, base year 2015",ALL,All regions,2005,2005,,,0,Units,,,222289,,
1,Country,ITA,Italy,SNA_2008,Last SNA classification (SNA 2008 or latest available),GVA_IND_TOTAL,"Regional Gross Value Added, total activities",PW_REAL_PPP,"USD per worker, constant prices, constant PPP, base year 2015",ALL,All regions,2006,2006,,,0,Units,,,85184,,
2,Large regions (TL2),ITC1,Piedmont,SNA_2008,Last SNA classification (SNA 2008 or latest available),GVA_IND_TOTAL,"Regional Gross Value Added, total activities",PW_REAL_PPP,"USD per worker, constant prices, constant PPP, base year 2015",ALL,All regions,2006,2006,,,0,Units,,,90182,,
2,Large regions (TL2),ITC2,Aosta Valley,SNA_2008,Last SNA classification (SNA 2008 or latest available),GVA_IND_TOTAL,"Regional Gross Value Added, total activities",PW_REAL_PPP,"USD per worker, constant prices, constant PPP, base year 2015",ALL,All regions,2006,2006,,,0,Units,,,99962,,
2,Large regions (TL2),ITC3,Liguria,SNA_2008,Last SNA classification (SNA 2008 or latest available),GVA_IND_TOTAL,"Regional Gross Value Added, total activities",PW_REAL_PPP,"USD per worker, constant prices, constant PPP, base year 2015",ALL,All regions,2006,2006,,,0,Units,,,92456,,
2,Large regions (TL2),ITC4,Lombardy,SNA_2008,Last SNA classification (SNA 2008 or latest available),GVA_IND_TOTAL,"Regional Gross Value Added, total activities",PW_REAL_PPP,"USD per worker, constant prices, constant PPP, base year 2015",ALL,All regions,2006,2006,,,0,Units,,,95199,,
2,Large regions (TL2),ITF1,Abruzzo,SNA_2008,Last SNA classification (SNA 2008 or latest available),GVA_IND_TOTAL,"Regional Gross Value Added, total activities",PW_REAL_PPP,"USD per worker, constant prices, constant PPP, base year 2015",ALL,All regions,2006,2006,,,0,Units,,,75638,,
2,Large regions (TL2),ITF2,Molise,SNA_2008,Last SNA classification (SNA 2008 or latest available),GVA_IND_TOTAL,"Regional Gross Value Added, total activities",PW_REAL_PPP,"USD per worker, constant prices, constant PPP, base year 2015",ALL,All regions,2006,2006,,,0,Units,,,80894,,
2,Large regions (TL2),ITF3,Campania,SNA_2008,Last SNA classification (SNA 2008 or latest available),GVA_IND_TOTAL,"Regional Gross Value Added, total activities",PW_REAL_PPP,"USD per worker, constant prices, constant PPP, base year 2015",ALL,All regions,2006,2006,,,0,Units,,,68843,,
2,Large regions (TL2),ITF4,Apulia,SNA_2008,Last SNA classification (SNA 2008 or latest available),GVA_IND_TOTAL,"Regional Gross Value Added, total activities",PW_REAL_PPP,"USD per worker, constant prices, constant PPP, base year 2015",ALL,All regions,2006,2006,,,0,Units,,,69525,,
2,Large regions (TL2),ITF5,Basilicata,SNA_2008,Last SNA classification (SNA 2008 or latest available),GVA_IND_TOTAL,"Regional Gross Value Added, total activities",PW_REAL_PPP,"USD per worker, constant prices, constant PPP, base year 2015",ALL,All regions,2006,2006,,,0,Units,,,73358,,
2,Large regions (TL2),ITF6,Calabria,SNA_2008,Last SNA classification (SNA 2008 or latest available),GVA_IND_TOTAL,"Regional Gross Value Added, total activities",PW_REAL_PPP,"USD per worker, constant prices, constant PPP, base year 2015",ALL,All regions,2006,2006,,,0,Units,,,64542,,
2,Large regions (TL2),ITG1,Sicily,SNA_2008,Last SNA classification (SNA 2008 or latest available),GVA_IND_TOTAL,"Regional Gross Value Added, total activities",PW_REAL_PPP,"USD per worker, constant prices, constant PPP, base year 2015",ALL,All regions,2006,2006,,,0,Units,,,71386,,
2,Large regions (TL2),ITG2,Sardinia,SNA_2008,Last SNA classification (SNA 2008 or latest available),GVA_IND_TOTAL,"Regional Gross Value Added, total activities",PW_REAL_PPP,"USD per worker, constant prices, constant PPP, base year 2015",ALL,All regions,2006,2006,,,0,Units,,,70546,,
2,Large regions (TL2),ITH1,Province of Bolzano-Bozen,SNA_2008,Last SNA classification (SNA 2008 or latest available),GVA_IND_TOTAL,"Regional Gross Value Added, total activities",PW_REAL_PPP,"USD per worker, constant prices, constant PPP, base year 2015",ALL,All regions,2006,2006,,,0,Units,,,93705,,
2,Large regions (TL2),ITH2,Province of Trento,SNA_2008,Last SNA classification (SNA 2008 or latest available),GVA_IND_TOTAL,"Regional Gross Value Added, total activities",PW_REAL_PPP,"USD per worker, constant prices, constant PPP, base year 2015",ALL,All regions,2006,2006,,,0,Units,,,96638,,
2,Large regions (TL2),ITH3,Veneto,SNA_2008,Last SNA classification (SNA 2008 or latest available),GVA_IND_TOTAL,"Regional Gross Value Added, total activities",PW_REAL_PPP,"USD per worker, constant prices, constant PPP, base year 2015",ALL,All regions,2006,2006,,,0,Units,,,88206,,
2,Large regions (TL2),ITH4,Friuli-Venezia Giulia,SNA_2008,Last SNA classification (SNA 2008 or latest available),GVA_IND_TOTAL,"Regional Gross Value Added, total activities",PW_REAL_PPP,"USD per worker, constant prices, constant PPP, base year 2015",ALL,All regions,2006,2006,,,0,Units,,,85057,,
2,Large regions (TL2),ITH5,Emilia-Romagna,SNA_2008,Last SNA classification (SNA 2008 or latest available),GVA_IND_TOTAL,"Regional Gross Value Added, total activities",PW_REAL_PPP,"USD per worker, constant prices, constant PPP, base year 2015",ALL,All regions,2006,2006,,,0,Units,,,89774,,
2,Large regions (TL2),ITI1,Tuscany,SNA_2008,Last SNA classification (SNA 2008 or latest available),GVA_IND_TOTAL,"Regional Gross Value Added, total activities",PW_REAL_PPP,"USD per worker, constant prices, constant PPP, base year 2015",ALL,All regions,2006,2006,,,0,Units,,,83544,,
2,Large regions (TL2),ITI2,Umbria,SNA_2008,Last SNA classification (SNA 2008 or latest available),GVA_IND_TOTAL,"Regional Gross Value Added, total activities",PW_REAL_PPP,"USD per worker, constant prices, constant PPP, base year 2015",ALL,All regions,2006,2006,,,0,Units,,,81179,,
2,Large regions (TL2),ITI3,Marche,SNA_2008,Last SNA classification (SNA 2008 or latest available),GVA_IND_TOTAL,"Regional Gross Value Added, total activities",PW_REAL_PPP,"USD per worker, constant prices, constant PPP, base year 2015",ALL,All regions,2006,2006,,,0,Units,,,79947,,
2,Large regions (TL2),ITI4,Lazio,SNA_2008,Last SNA classification (SNA 2008 or latest available),GVA_IND_TOTAL,"Regional Gross Value Added, total activities",PW_REAL_PPP,"USD per worker, constant prices, constant PPP, base year 2015",ALL,All regions,2006,2006,,,0,Units,,,98534,,
2,Large regions (TL2),ITZZ,"Italy, not regionalised",SNA_2008,Last SNA classification (SNA 2008 or latest available),GVA_IND_TOTAL,"Regional Gross Value Added, total activities",PW_REAL_PPP,"USD per worker, constant prices, constant PPP, base year 2015",ALL,All regions,2006,2006,,,0,Units,,,222918,,
1,Country,ITA,Italy,SNA_2008,Last SNA classification (SNA 2008 or latest available),GVA_IND_TOTAL,"Regional Gross Value Added, total activities",PW_REAL_PPP,"USD per worker, constant prices, constant PPP, base year 2015",ALL,All regions,2007,2007,,,0,Units,,,85459,,
2,Large regions (TL2),ITC1,Piedmont,SNA_2008,Last SNA classification (SNA 2008 or latest available),GVA_IND_TOTAL,"Regional Gross Value Added, total activities",PW_REAL_PPP,"USD per worker, constant prices, constant PPP, base year 2015",ALL,All regions,2007,2007,,,0,Units,,,90048,,
2,Large regions (TL2),ITC2,Aosta Valley,SNA_2008,Last SNA classification (SNA 2008 or latest available),GVA_IND_TOTAL,"Regional Gross Value Added, total activities",PW_REAL_PPP,"USD per worker, constant prices, constant PPP, base year 2015",ALL,All regions,2007,2007,,,0,Units,,,98725,,
2,Large regions (TL2),ITC3,Liguria,SNA_2008,Last SNA classification (SNA 2008 or latest available),GVA_IND_TOTAL,"Regional Gross Value Added, total activities",PW_REAL_PPP,"USD per worker, constant prices, constant PPP, base year 2015",ALL,All regions,2007,2007,,,0,Units,,,93564,,
2,Large regions (TL2),ITC4,Lombardy,SNA_2008,Last SNA classification (SNA 2008 or latest available),GVA_IND_TOTAL,"Regional Gross Value Added, total activities",PW_REAL_PPP,"USD per worker, constant prices, constant PPP, base year 2015",ALL,All regions,2007,2007,,,0,Units,,,96097,,
2,Large regions (TL2),ITF1,Abruzzo,SNA_2008,Last SNA classification (SNA 2008 or latest available),GVA_IND_TOTAL,"Regional Gross Value Added, total activities",PW_REAL_PPP,"USD per worker, constant prices, constant PPP, base year 2015",ALL,All regions,2007,2007,,,0,Units,,,76470,,
2,Large regions (TL2),ITF2,Molise,SNA_2008,Last SNA classification (SNA 2008 or latest available),GVA_IND_TOTAL,"Regional Gross Value Added, total activities",PW_REAL_PPP,"USD per worker, constant prices, constant PPP, base year 2015",ALL,All regions,2007,2007,,,0,Units,,,80020,,
2,Large regions (TL2),ITF3,Campania,SNA_2008,Last SNA classification (SNA 2008 or latest available),GVA_IND_TOTAL,"Regional Gross Value Added, total activities",PW_REAL_PPP,"USD per worker, constant prices, constant PPP, base year 2015",ALL,All regions,2007,2007,,,0,Units,,,70693,,
2,Large regions (TL2),ITF4,Apulia,SNA_2008,Last SNA classification (SNA 2008 or latest available),GVA_IND_TOTAL,"Regional Gross Value Added, total activities",PW_REAL_PPP,"USD per worker, constant prices, constant PPP, base year 2015",ALL,All regions,2007,2007,,,0,Units,,,67870,,
2,Large regions (TL2),ITF5,Basilicata,SNA_2008,Last SNA classification (SNA 2008 or latest available),GVA_IND_TOTAL,"Regional Gross Value Added, total activities",PW_REAL_PPP,"USD per worker, constant prices, constant PPP, base year 2015",ALL,All regions,2007,2007,,,0,Units,,,74046,,
2,Large regions (TL2),ITF6,Calabria,SNA_2008,Last SNA classification (SNA 2008 or latest available),GVA_IND_TOTAL,"Regional Gross Value Added, total activities",PW_REAL_PPP,"USD per worker, constant prices, constant PPP, base year 2015",ALL,All regions,2007,2007,,,0,Units,,,65096,,
2,Large regions (TL2),ITG1,Sicily,SNA_2008,Last SNA classification (SNA 2008 or latest available),GVA_IND_TOTAL,"Regional Gross Value Added, total activities",PW_REAL_PPP,"USD per worker, constant prices, constant PPP, base year 2015",ALL,All regions,2007,2007,,,0,Units,,,71680,,
2,Large regions (TL2),ITG2,Sardinia,SNA_2008,Last SNA classification (SNA 2008 or latest available),GVA_IND_TOTAL,"Regional Gross Value Added, total activities",PW_REAL_PPP,"USD per worker, constant prices, constant PPP, base year 2015",ALL,All regions,2007,2007,,,0,Units,,,69598,,
2,Large regions (TL2),ITH1,Province of Bolzano-Bozen,SNA_2008,Last SNA classification (SNA 2008 or latest available),GVA_IND_TOTAL,"Regional Gross Value Added, total activities",PW_REAL_PPP,"USD per worker, constant prices, constant PPP, base year 2015",ALL,All regions,2007,2007,,,0,Units,,,94388,,
2,Large regions (TL2),ITH2,Province of Trento,SNA_2008,Last SNA classification (SNA 2008 or latest available),GVA_IND_TOTAL,"Regional Gross Value Added, total activities",PW_REAL_PPP,"USD per worker, constant prices, constant PPP, base year 2015",ALL,All regions,2007,2007,,,0,Units,,,96939,,
2,Large regions (TL2),ITH3,Veneto,SNA_2008,Last SNA classification (SNA 2008 or latest available),GVA_IND_TOTAL,"Regional Gross Value Added, total activities",PW_REAL_PPP,"USD per worker, constant prices, constant PPP, base year 2015",ALL,All regions,2007,2007,,,0,Units,,,88550,,
2,Large regions (TL2),ITH4,Friuli-Venezia Giulia,SNA_2008,Last SNA classification (SNA 2008 or latest available),GVA_IND_TOTAL,"Regional Gross Value Added, total activities",PW_REAL_PPP,"USD per worker, constant prices, constant PPP, base year 2015",ALL,All regions,2007,2007,,,0,Units,,,85766,,
2,Large regions (TL2),ITH5,Emilia-Romagna,SNA_2008,Last SNA classification (SNA 2008 or latest available),GVA_IND_TOTAL,"Regional Gross Value Added, total activities",PW_REAL_PPP,"USD per worker, constant prices, constant PPP, base year 2015",ALL,All regions,2007,2007,,,0,Units,,,89846,,
2,Large regions (TL2),ITI1,Tuscany,SNA_2008,Last SNA classification (SNA 2008 or latest available),GVA_IND_TOTAL,"Regional Gross Value Added, total activities",PW_REAL_PPP,"USD per worker, constant prices, constant PPP, base year 2015",ALL,All regions,2007,2007,,,0,Units,,,83718,,
2,Large regions (TL2),ITI2,Umbria,SNA_2008,Last SNA classification (SNA 2008 or latest available),GVA_IND_TOTAL,"Regional Gross Value Added, total activities",PW_REAL_PPP,"USD per worker, constant prices, constant PPP, base year 2015",ALL,All regions,2007,2007,,,0,Units,,,80135,,
2,Large regions (TL2),ITI3,Marche,SNA_2008,Last SNA classification (SNA 2008 or latest available),GVA_IND_TOTAL,"Regional Gross Value Added, total activities",PW_REAL_PPP,"USD per worker, constant prices, constant PPP, base year 2015",ALL,All regions,2007,2007,,,0,Units,,,80694,,
2,Large regions (TL2),ITI4,Lazio,SNA_2008,Last SNA classification (SNA 2008 or latest available),GVA_IND_TOTAL,"Regional Gross Value Added, total activities",PW_REAL_PPP,"USD per worker, constant prices, constant PPP, base year 2015",ALL,All regions,2007,2007,,,0,Units,,,97036,,
2,Large regions (TL2),ITZZ,"Italy, not regionalised",SNA_2008,Last SNA classification (SNA 2008 or latest available),GVA_IND_TOTAL,"Regional Gross Value Added, total activities",PW_REAL_PPP,"USD per worker, constant prices, constant PPP, base year 2015",ALL,All regions,2007,2007,,,0,Units,,,244506,,
