TL,Territory Level and Typology,REG_ID,Region,SERIES,SNA Classification,VAR,Indicator,MEAS,Measure,POS,Position,TIME,Year,Unit Code,Unit,PowerCode Code,PowerCode,Reference Period Code,Reference Period,Value,Flag Codes,Flags
2,Large regions (TL2),ITI1,Tuscany,SNA_2008,Last SNA classification (SNA 2008 or latest available),GDP,Regional GDP,REAL_PPP,"Millions USD, constant prices, constant PPP, base year 2015",ALL,All regions,2012,2012,,,0,Units,,,149957,,
2,Large regions (TL2),ITI2,Umbria,SNA_2008,Last SNA classification (SNA 2008 or latest available),GDP,Regional GDP,REAL_PPP,"Millions USD, constant prices, constant PPP, base year 2015",ALL,All regions,2002,2002,,,0,Units,,,32476.7,,
2,Large regions (TL2),ITF3,Campania,SNA_2008,Last SNA classification (SNA 2008 or latest available),GDP,Regional GDP,REAL_PPP,"Millions USD, constant prices, constant PPP, base year 2015",ALL,All regions,2001,2001,,,0,Units,,,153995,,
2,Large regions (TL2),ITI4,Lazio,SNA_2008,Last SNA classification (SNA 2008 or latest available),GDP,Regional GDP,REAL_PPP,"Millions USD, constant prices, constant PPP, base year 2015",ALL,All regions,2001,2001,,,0,Units,,,257698,,
2,Large regions (TL2),ITG1,Sicily,SNA_2008,Last SNA classification (SNA 2008 or latest available),GDP,Regional GDP,REAL_PPP,"Millions USD, constant prices, constant PPP, base year 2015",ALL,All regions,2005,2005,,,0,Units,,,132331,,
2,Large regions (TL2),ITH3,Veneto,SNA_2008,Last SNA classification (SNA 2008 or latest available),GDP,Regional GDP,REAL_PPP,"Millions USD, constant prices, constant PPP, base year 2015",ALL,All regions,2003,2003,,,0,Units,,,205200,,
2,Large regions (TL2),ITF3,Campania,SNA_2008,Last SNA classification (SNA 2008 or latest available),GDP,Regional GDP,REAL_PPP,"Millions USD, constant prices, constant PPP, base year 2015",ALL,All regions,2000,2000,,,0,Units,,,150249,,
2,Large regions (TL2),ITF5,Basilicata,SNA_2008,Last SNA classification (SNA 2008 or latest available),GDP,Regional GDP,REAL_PPP,"Millions USD, constant prices, constant PPP, base year 2015",ALL,All regions,2006,2006,,,0,Units,,,17771.3,,
2,Large regions (TL2),ITC3,Liguria,SNA_2008,Last SNA classification (SNA 2008 or latest available),GDP,Regional GDP,REAL_PPP,"Millions USD, constant prices, constant PPP, base year 2015",ALL,All regions,2004,2004,,,0,Units,,,68173,,
2,Large regions (TL2),ITH5,Emilia-Romagna,SNA_2008,Last SNA classification (SNA 2008 or latest available),GDP,Regional GDP,REAL_PPP,"Millions USD, constant prices, constant PPP, base year 2015",ALL,All regions,2001,2001,,,0,Units,,,194500,,
2,Large regions (TL2),ITH3,Veneto,SNA_2008,Last SNA classification (SNA 2008 or latest available),GDP,Regional GDP,REAL_PPP,"Millions USD, constant prices, constant PPP, base year 2015",ALL,All regions,2009,2009,,,0,Units,,,202920,,
2,Large regions (TL2),ITC1,Piedmont,SNA_2008,Last SNA classification (SNA 2008 or latest available),GDP,Regional GDP,REAL_PPP,"Millions USD, constant prices, constant PPP, base year 2015",ALL,All regions,2000,2000,,,0,Units,,,180409,,
2,Large regions (TL2),ITH1,Province of Bolzano-Bozen,SNA_2008,Last SNA classification (SNA 2008 or latest available),GDP,Regional GDP,REAL_PPP,"Millions USD, constant prices, constant PPP, base year 2015",ALL,All regions,2012,2012,,,0,Units,,,30111.8,,
2,Large regions (TL2),ITH3,Veneto,SNA_2008,Last SNA classification (SNA 2008 or latest available),GDP,Regional GDP,REAL_PPP,"Millions USD, constant prices, constant PPP, base year 2015",ALL,All regions,2001,2001,,,0,Units,,,203478,,
2,Large regions (TL2),ITI3,Marche,SNA_2008,Last SNA classification (SNA 2008 or latest available),GDP,Regional GDP,REAL_PPP,"Millions USD, constant prices, constant PPP, base year 2015",ALL,All regions,2008,2008,,,0,Units,,,59348.9,,
2,Large regions (TL2),ITI1,Tuscany,SNA_2008,Last SNA classification (SNA 2008 or latest available),GDP,Regional GDP,REAL_PPP,"Millions USD, constant prices, constant PPP, base year 2015",ALL,All regions,2001,2001,,,0,Units,,,148768,,
2,Large regions (TL2),ITF3,Campania,SNA_2008,Last SNA classification (SNA 2008 or latest available),GDP,Regional GDP,REAL_PPP,"Millions USD, constant prices, constant PPP, base year 2015",ALL,All regions,2008,2008,,,0,Units,,,156895,,
2,Large regions (TL2),ITC2,Aosta Valley,SNA_2008,Last SNA classification (SNA 2008 or latest available),GDP,Regional GDP,REAL_PPP,"Millions USD, constant prices, constant PPP, base year 2015",ALL,All regions,2001,2001,,,0,Units,,,6368.19,,
2,Large regions (TL2),ITC1,Piedmont,SNA_2008,Last SNA classification (SNA 2008 or latest available),GDP,Regional GDP,REAL_PPP,"Millions USD, constant prices, constant PPP, base year 2015",ALL,All regions,2002,2002,,,0,Units,,,182763,,
2,Large regions (TL2),ITF1,Abruzzo,SNA_2008,Last SNA classification (SNA 2008 or latest available),GDP,Regional GDP,REAL_PPP,"Millions USD, constant prices, constant PPP, base year 2015",ALL,All regions,2003,2003,,,0,Units,,,43272.4,,
2,Large regions (TL2),ITH4,Friuli-Venezia Giulia,SNA_2008,Last SNA classification (SNA 2008 or latest available),GDP,Regional GDP,REAL_PPP,"Millions USD, constant prices, constant PPP, base year 2015",ALL,All regions,2007,2007,,,0,Units,,,53989.1,,
2,Large regions (TL2),ITI2,Umbria,SNA_2008,Last SNA classification (SNA 2008 or latest available),GDP,Regional GDP,REAL_PPP,"Millions USD, constant prices, constant PPP, base year 2015",ALL,All regions,2003,2003,,,0,Units,,,32562.2,,
2,Large regions (TL2),ITH2,Province of Trento,SNA_2008,Last SNA classification (SNA 2008 or latest available),GDP,Regional GDP,REAL_PPP,"Millions USD, constant prices, constant PPP, base year 2015",ALL,All regions,2008,2008,,,0,Units,,,26716.1,,
2,Large regions (TL2),ITH5,Emilia-Romagna,SNA_2008,Last SNA classification (SNA 2008 or latest available),GDP,Regional GDP,REAL_PPP,"Millions USD, constant prices, constant PPP, base year 2015",ALL,All regions,2012,2012,,,0,Units,,,197912,,
2,Large regions (TL2),ITH5,Emilia-Romagna,SNA_2008,Last SNA classification (SNA 2008 or latest available),GDP,Regional GDP,REAL_PPP,"Millions USD, constant prices, constant PPP, base year 2015",ALL,All regions,2002,2002,,,0,Units,,,194472,,
2,Large regions (TL2),ITI1,Tuscany,SNA_2008,Last SNA classification (SNA 2008 or latest available),GDP,Regional GDP,REAL_PPP,"Millions USD, constant prices, constant PPP, base year 2015",ALL,All regions,2009,2009,,,0,Units,,,150245,,
2,Large regions (TL2),ITF2,Molise,SNA_2008,Last SNA classification (SNA 2008 or latest available),GDP,Regional GDP,REAL_PPP,"Millions USD, constant prices, constant PPP, base year 2015",ALL,All regions,2011,2011,,,0,Units,,,9484.9,,
2,Large regions (TL2),ITF3,Campania,SNA_2008,Last SNA classification (SNA 2008 or latest available),GDP,Regional GDP,REAL_PPP,"Millions USD, constant prices, constant PPP, base year 2015",ALL,All regions,2003,2003,,,0,Units,,,153976,,
2,Large regions (TL2),ITG1,Sicily,SNA_2008,Last SNA classification (SNA 2008 or latest available),GDP,Regional GDP,REAL_PPP,"Millions USD, constant prices, constant PPP, base year 2015",ALL,All regions,2008,2008,,,0,Units,,,132789,,
2,Large regions (TL2),ITG2,Sardinia,SNA_2008,Last SNA classification (SNA 2008 or latest available),GDP,Regional GDP,REAL_PPP,"Millions USD, constant prices, constant PPP, base year 2015",ALL,All regions,2011,2011,,,0,Units,,,47172.8,,
2,Large regions (TL2),ITC2,Aosta Valley,SNA_2008,Last SNA classification (SNA 2008 or latest available),GDP,Regional GDP,REAL_PPP,"Millions USD, constant prices, constant PPP, base year 2015",ALL,All regions,2003,2003,,,0,Units,,,6662.27,,
2,Large regions (TL2),ITI3,Marche,SNA_2008,Last SNA classification (SNA 2008 or latest available),GDP,Regional GDP,REAL_PPP,"Millions USD, constant prices, constant PPP, base year 2015",ALL,All regions,2000,2000,,,0,Units,,,54535.6,,
2,Large regions (TL2),ITG1,Sicily,SNA_2008,Last SNA classification (SNA 2008 or latest available),GDP,Regional GDP,REAL_PPP,"Millions USD, constant prices, constant PPP, base year 2015",ALL,All regions,2010,2010,,,0,Units,,,126948,,
2,Large regions (TL2),ITH5,Emilia-Romagna,SNA_2008,Last SNA classification (SNA 2008 or latest available),GDP,Regional GDP,REAL_PPP,"Millions USD, constant prices, constant PPP, base year 2015",ALL,All regions,2013,2013,,,0,Units,,,197195,,
2,Large regions (TL2),ITI4,Lazio,SNA_2008,Last SNA classification (SNA 2008 or latest available),GDP,Regional GDP,REAL_PPP,"Millions USD, constant prices, constant PPP, base year 2015",ALL,All regions,2004,2004,,,0,Units,,,271920,,
2,Large regions (TL2),ITC3,Liguria,SNA_2008,Last SNA classification (SNA 2008 or latest available),GDP,Regional GDP,REAL_PPP,"Millions USD, constant prices, constant PPP, base year 2015",ALL,All regions,2005,2005,,,0,Units,,,68781.4,,
2,Large regions (TL2),ITF1,Abruzzo,SNA_2008,Last SNA classification (SNA 2008 or latest available),GDP,Regional GDP,REAL_PPP,"Millions USD, constant prices, constant PPP, base year 2015",ALL,All regions,2006,2006,,,0,Units,,,44682.5,,
2,Large regions (TL2),ITH4,Friuli-Venezia Giulia,SNA_2008,Last SNA classification (SNA 2008 or latest available),GDP,Regional GDP,REAL_PPP,"Millions USD, constant prices, constant PPP, base year 2015",ALL,All regions,2001,2001,,,0,Units,,,51412.2,,
2,Large regions (TL2),ITG2,Sardinia,SNA_2008,Last SNA classification (SNA 2008 or latest available),GDP,Regional GDP,REAL_PPP,"Millions USD, constant prices, constant PPP, base year 2015",ALL,All regions,2005,2005,,,0,Units,,,47667.3,,
2,Large regions (TL2),ITF4,Apulia,SNA_2008,Last SNA classification (SNA 2008 or latest available),GDP,Regional GDP,REAL_PPP,"Millions USD, constant prices, constant PPP, base year 2015",ALL,All regions,2007,2007,,,0,Units,,,107275,,
2,Large regions (TL2),ITI2,Umbria,SNA_2008,Last SNA classification (SNA 2008 or latest available),GDP,Regional GDP,REAL_PPP,"Millions USD, constant prices, constant PPP, base year 2015",ALL,All regions,2000,2000,,,0,Units,,,32055.6,,
2,Large regions (TL2),ITF6,Calabria,SNA_2008,Last SNA classification (SNA 2008 or latest available),GDP,Regional GDP,REAL_PPP,"Millions USD, constant prices, constant PPP, base year 2015",ALL,All regions,2006,2006,,,0,Units,,,50012.1,,
2,Large regions (TL2),ITF1,Abruzzo,SNA_2008,Last SNA classification (SNA 2008 or latest available),GDP,Regional GDP,REAL_PPP,"Millions USD, constant prices, constant PPP, base year 2015",ALL,All regions,2009,2009,,,0,Units,,,43195.2,,
2,Large regions (TL2),ITI3,Marche,SNA_2008,Last SNA classification (SNA 2008 or latest available),GDP,Regional GDP,REAL_PPP,"Millions USD, constant prices, constant PPP, base year 2015",ALL,All regions,2013,2013,,,0,Units,,,53370.3,,
2,Large regions (TL2),ITG1,Sicily,SNA_2008,Last SNA classification (SNA 2008 or latest available),GDP,Regional GDP,REAL_PPP,"Millions USD, constant prices, constant PPP, base year 2015",ALL,All regions,2002,2002,,,0,Units,,,128208,,
2,Large regions (TL2),ITI3,Marche,SNA_2008,Last SNA classification (SNA 2008 or latest available),GDP,Regional GDP,REAL_PPP,"Millions USD, constant prices, constant PPP, base year 2015",ALL,All regions,2009,2009,,,0,Units,,,56809.8,,
2,Large regions (TL2),ITH4,Friuli-Venezia Giulia,SNA_2008,Last SNA classification (SNA 2008 or latest available),GDP,Regional GDP,REAL_PPP,"Millions USD, constant prices, constant PPP, base year 2015",ALL,All regions,2003,2003,,,0,Units,,,50207.4,,
2,Large regions (TL2),ITH2,Province of Trento,SNA_2008,Last SNA classification (SNA 2008 or latest available),GDP,Regional GDP,REAL_PPP,"Millions USD, constant prices, constant PPP, base year 2015",ALL,All regions,2011,2011,,,0,Units,,,26697.9,,
2,Large regions (TL2),ITH2,Province of Trento,SNA_2008,Last SNA classification (SNA 2008 or latest available),GDP,Regional GDP,REAL_PPP,"Millions USD, constant prices, constant PPP, base year 2015",ALL,All regions,2010,2010,,,0,Units,,,26439.7,,
2,Large regions (TL2),ITH4,Friuli-Venezia Giulia,SNA_2008,Last SNA classification (SNA 2008 or latest available),GDP,Regional GDP,REAL_PPP,"Millions USD, constant prices, constant PPP, base year 2015",ALL,All regions,2000,2000,,,0,Units,,,50290.7,,
2,Large regions (TL2),ITH2,Province of Trento,SNA_2008,Last SNA classification (SNA 2008 or latest available),GDP,Regional GDP,REAL_PPP,"Millions USD, constant prices, constant PPP, base year 2015",ALL,All regions,2013,2013,,,0,Units,,,26704.7,,
2,Large regions (TL2),ITI4,Lazio,SNA_2008,Last SNA classification (SNA 2008 or latest available),GDP,Regional GDP,REAL_PPP,"Millions USD, constant prices, constant PPP, base year 2015",ALL,All regions,2010,2010,,,0,Units,,,269946,,
2,Large regions (TL2),ITF5,Basilicata,SNA_2008,Last SNA classification (SNA 2008 or latest available),GDP,Regional GDP,REAL_PPP,"Millions USD, constant prices, constant PPP, base year 2015",ALL,All regions,2009,2009,,,0,Units,,,16376.9,,
2,Large regions (TL2),ITI1,Tuscany,SNA_2008,Last SNA classification (SNA 2008 or latest available),GDP,Regional GDP,REAL_PPP,"Millions USD, constant prices, constant PPP, base year 2015",ALL,All regions,2011,2011,,,0,Units,,,153036,,
2,Large regions (TL2),ITH1,Province of Bolzano-Bozen,SNA_2008,Last SNA classification (SNA 2008 or latest available),GDP,Regional GDP,REAL_PPP,"Millions USD, constant prices, constant PPP, base year 2015",ALL,All regions,2010,2010,,,0,Units,,,28785.1,,
2,Large regions (TL2),ITH3,Veneto,SNA_2008,Last SNA classification (SNA 2008 or latest available),GDP,Regional GDP,REAL_PPP,"Millions USD, constant prices, constant PPP, base year 2015",ALL,All regions,2006,2006,,,0,Units,,,215090,,
2,Large regions (TL2),ITG1,Sicily,SNA_2008,Last SNA classification (SNA 2008 or latest available),GDP,Regional GDP,REAL_PPP,"Millions USD, constant prices, constant PPP, base year 2015",ALL,All regions,2013,2013,,,0,Units,,,119302,,
2,Large regions (TL2),ITI3,Marche,SNA_2008,Last SNA classification (SNA 2008 or latest available),GDP,Regional GDP,REAL_PPP,"Millions USD, constant prices, constant PPP, base year 2015",ALL,All regions,2003,2003,,,0,Units,,,56566.1,,
2,Large regions (TL2),ITF3,Campania,SNA_2008,Last SNA classification (SNA 2008 or latest available),GDP,Regional GDP,REAL_PPP,"Millions USD, constant prices, constant PPP, base year 2015",ALL,All regions,2002,2002,,,0,Units,,,155405,,
2,Large regions (TL2),ITG1,Sicily,SNA_2008,Last SNA classification (SNA 2008 or latest available),GDP,Regional GDP,REAL_PPP,"Millions USD, constant prices, constant PPP, base year 2015",ALL,All regions,2007,2007,,,0,Units,,,134223,,
2,Large regions (TL2),ITC3,Liguria,SNA_2008,Last SNA classification (SNA 2008 or latest available),GDP,Regional GDP,REAL_PPP,"Millions USD, constant prices, constant PPP, base year 2015",ALL,All regions,2003,2003,,,0,Units,,,67415.8,,
2,Large regions (TL2),ITF4,Apulia,SNA_2008,Last SNA classification (SNA 2008 or latest available),GDP,Regional GDP,REAL_PPP,"Millions USD, constant prices, constant PPP, base year 2015",ALL,All regions,2011,2011,,,0,Units,,,101564,,
2,Large regions (TL2),ITH4,Friuli-Venezia Giulia,SNA_2008,Last SNA classification (SNA 2008 or latest available),GDP,Regional GDP,REAL_PPP,"Millions USD, constant prices, constant PPP, base year 2015",ALL,All regions,2006,2006,,,0,Units,,,52952.5,,
2,Large regions (TL2),ITF5,Basilicata,SNA_2008,Last SNA classification (SNA 2008 or latest available),GDP,Regional GDP,REAL_PPP,"Millions USD, constant prices, constant PPP, base year 2015",ALL,All regions,2004,2004,,,0,Units,,,17299.3,,
2,Large regions (TL2),ITF4,Apulia,SNA_2008,Last SNA classification (SNA 2008 or latest available),GDP,Regional GDP,REAL_PPP,"Millions USD, constant prices, constant PPP, base year 2015",ALL,All regions,2002,2002,,,0,Units,,,105038,,
2,Large regions (TL2),ITF2,Molise,SNA_2008,Last SNA classification (SNA 2008 or latest available),GDP,Regional GDP,REAL_PPP,"Millions USD, constant prices, constant PPP, base year 2015",ALL,All regions,2007,2007,,,0,Units,,,10552.7,,
2,Large regions (TL2),ITF4,Apulia,SNA_2008,Last SNA classification (SNA 2008 or latest available),GDP,Regional GDP,REAL_PPP,"Millions USD, constant prices, constant PPP, base year 2015",ALL,All regions,2005,2005,,,0,Units,,,105013,,
2,Large regions (TL2),ITF3,Campania,SNA_2008,Last SNA classification (SNA 2008 or latest available),GDP,Regional GDP,REAL_PPP,"Millions USD, constant prices, constant PPP, base year 2015",ALL,All regions,2011,2011,,,0,Units,,,145805,,
2,Large regions (TL2),ITF1,Abruzzo,SNA_2008,Last SNA classification (SNA 2008 or latest available),GDP,Regional GDP,REAL_PPP,"Millions USD, constant prices, constant PPP, base year 2015",ALL,All regions,2005,2005,,,0,Units,,,43584.9,,
2,Large regions (TL2),ITC3,Liguria,SNA_2008,Last SNA classification (SNA 2008 or latest available),GDP,Regional GDP,REAL_PPP,"Millions USD, constant prices, constant PPP, base year 2015",ALL,All regions,2010,2010,,,0,Units,,,66303.3,,
2,Large regions (TL2),ITF6,Calabria,SNA_2008,Last SNA classification (SNA 2008 or latest available),GDP,Regional GDP,REAL_PPP,"Millions USD, constant prices, constant PPP, base year 2015",ALL,All regions,2009,2009,,,0,Units,,,47769.3,,
2,Large regions (TL2),ITF3,Campania,SNA_2008,Last SNA classification (SNA 2008 or latest available),GDP,Regional GDP,REAL_PPP,"Millions USD, constant prices, constant PPP, base year 2015",ALL,All regions,2010,2010,,,0,Units,,,148027,,
2,Large regions (TL2),ITF5,Basilicata,SNA_2008,Last SNA classification (SNA 2008 or latest available),GDP,Regional GDP,REAL_PPP,"Millions USD, constant prices, constant PPP, base year 2015",ALL,All regions,2005,2005,,,0,Units,,,17168.6,,
2,Large regions (TL2),ITI4,Lazio,SNA_2008,Last SNA classification (SNA 2008 or latest available),GDP,Regional GDP,REAL_PPP,"Millions USD, constant prices, constant PPP, base year 2015",ALL,All regions,2007,2007,,,0,Units,,,282563,,
2,Large regions (TL2),ITG2,Sardinia,SNA_2008,Last SNA classification (SNA 2008 or latest available),GDP,Regional GDP,REAL_PPP,"Millions USD, constant prices, constant PPP, base year 2015",ALL,All regions,2008,2008,,,0,Units,,,49270.7,,
2,Large regions (TL2),ITH3,Veneto,SNA_2008,Last SNA classification (SNA 2008 or latest available),GDP,Regional GDP,REAL_PPP,"Millions USD, constant prices, constant PPP, base year 2015",ALL,All regions,2010,2010,,,0,Units,,,206061,,
2,Large regions (TL2),ITI4,Lazio,SNA_2008,Last SNA classification (SNA 2008 or latest available),GDP,Regional GDP,REAL_PPP,"Millions USD, constant prices, constant PPP, base year 2015",ALL,All regions,2008,2008,,,0,Units,,,276890,,
2,Large regions (TL2),ITF1,Abruzzo,SNA_2008,Last SNA classification (SNA 2008 or latest available),GDP,Regional GDP,REAL_PPP,"Millions USD, constant prices, constant PPP, base year 2015",ALL,All regions,2008,2008,,,0,Units,,,45560.3,,
2,Large regions (TL2),ITI4,Lazio,SNA_2008,Last SNA classification (SNA 2008 or latest available),GDP,Regional GDP,REAL_PPP,"Millions USD, constant prices, constant PPP, base year 2015",ALL,All regions,2006,2006,,,0,Units,,,277749,,
2,Large regions (TL2),ITI2,Umbria,SNA_2008,Last SNA classification (SNA 2008 or latest available),GDP,Regional GDP,REAL_PPP,"Millions USD, constant prices, constant PPP, base year 2015",ALL,All regions,2012,2012,,,0,Units,,,30406.3,,
2,Large regions (TL2),ITI2,Umbria,SNA_2008,Last SNA classification (SNA 2008 or latest available),GDP,Regional GDP,REAL_PPP,"Millions USD, constant prices, constant PPP, base year 2015",ALL,All regions,2007,2007,,,0,Units,,,34395,,
2,Large regions (TL2),ITG1,Sicily,SNA_2008,Last SNA classification (SNA 2008 or latest available),GDP,Regional GDP,REAL_PPP,"Millions USD, constant prices, constant PPP, base year 2015",ALL,All regions,2000,2000,,,0,Units,,,125372,,
2,Large regions (TL2),ITH2,Province of Trento,SNA_2008,Last SNA classification (SNA 2008 or latest available),GDP,Regional GDP,REAL_PPP,"Millions USD, constant prices, constant PPP, base year 2015",ALL,All regions,2006,2006,,,0,Units,,,26268.2,,
2,Large regions (TL2),ITC2,Aosta Valley,SNA_2008,Last SNA classification (SNA 2008 or latest available),GDP,Regional GDP,REAL_PPP,"Millions USD, constant prices, constant PPP, base year 2015",ALL,All regions,2008,2008,,,0,Units,,,6948.46,,
2,Large regions (TL2),ITC2,Aosta Valley,SNA_2008,Last SNA classification (SNA 2008 or latest available),GDP,Regional GDP,REAL_PPP,"Millions USD, constant prices, constant PPP, base year 2015",ALL,All regions,2011,2011,,,0,Units,,,6850.06,,
2,Large regions (TL2),ITF6,Calabria,SNA_2008,Last SNA classification (SNA 2008 or latest available),GDP,Regional GDP,REAL_PPP,"Millions USD, constant prices, constant PPP, base year 2015",ALL,All regions,2008,2008,,,0,Units,,,49810.4,,
2,Large regions (TL2),ITF4,Apulia,SNA_2008,Last SNA classification (SNA 2008 or latest available),GDP,Regional GDP,REAL_PPP,"Millions USD, constant prices, constant PPP, base year 2015",ALL,All regions,2006,2006,,,0,Units,,,107270,,
2,Large regions (TL2),ITH5,Emilia-Romagna,SNA_2008,Last SNA classification (SNA 2008 or latest available),GDP,Regional GDP,REAL_PPP,"Millions USD, constant prices, constant PPP, base year 2015",ALL,All regions,2005,2005,,,0,Units,,,198860,,
2,Large regions (TL2),ITH3,Veneto,SNA_2008,Last SNA classification (SNA 2008 or latest available),GDP,Regional GDP,REAL_PPP,"Millions USD, constant prices, constant PPP, base year 2015",ALL,All regions,2011,2011,,,0,Units,,,209677,,
2,Large regions (TL2),ITF1,Abruzzo,SNA_2008,Last SNA classification (SNA 2008 or latest available),GDP,Regional GDP,REAL_PPP,"Millions USD, constant prices, constant PPP, base year 2015",ALL,All regions,2011,2011,,,0,Units,,,45648.2,,
2,Large regions (TL2),ITC3,Liguria,SNA_2008,Last SNA classification (SNA 2008 or latest available),GDP,Regional GDP,REAL_PPP,"Millions USD, constant prices, constant PPP, base year 2015",ALL,All regions,2012,2012,,,0,Units,,,64556.2,,
2,Large regions (TL2),ITI2,Umbria,SNA_2008,Last SNA classification (SNA 2008 or latest available),GDP,Regional GDP,REAL_PPP,"Millions USD, constant prices, constant PPP, base year 2015",ALL,All regions,2006,2006,,,0,Units,,,33947.7,,
2,Large regions (TL2),ITH1,Province of Bolzano-Bozen,SNA_2008,Last SNA classification (SNA 2008 or latest available),GDP,Regional GDP,REAL_PPP,"Millions USD, constant prices, constant PPP, base year 2015",ALL,All regions,2006,2006,,,0,Units,,,27725,,
2,Large regions (TL2),ITG2,Sardinia,SNA_2008,Last SNA classification (SNA 2008 or latest available),GDP,Regional GDP,REAL_PPP,"Millions USD, constant prices, constant PPP, base year 2015",ALL,All regions,2002,2002,,,0,Units,,,45992.6,,
2,Large regions (TL2),ITI1,Tuscany,SNA_2008,Last SNA classification (SNA 2008 or latest available),GDP,Regional GDP,REAL_PPP,"Millions USD, constant prices, constant PPP, base year 2015",ALL,All regions,2005,2005,,,0,Units,,,151669,,
2,Large regions (TL2),ITC1,Piedmont,SNA_2008,Last SNA classification (SNA 2008 or latest available),GDP,Regional GDP,REAL_PPP,"Millions USD, constant prices, constant PPP, base year 2015",ALL,All regions,2004,2004,,,0,Units,,,186253,,
2,Large regions (TL2),ITH2,Province of Trento,SNA_2008,Last SNA classification (SNA 2008 or latest available),GDP,Regional GDP,REAL_PPP,"Millions USD, constant prices, constant PPP, base year 2015",ALL,All regions,2007,2007,,,0,Units,,,26950.8,,
2,Large regions (TL2),ITI4,Lazio,SNA_2008,Last SNA classification (SNA 2008 or latest available),GDP,Regional GDP,REAL_PPP,"Millions USD, constant prices, constant PPP, base year 2015",ALL,All regions,2011,2011,,,0,Units,,,271411,,
2,Large regions (TL2),ITF2,Molise,SNA_2008,Last SNA classification (SNA 2008 or latest available),GDP,Regional GDP,REAL_PPP,"Millions USD, constant prices, constant PPP, base year 2015",ALL,All regions,2006,2006,,,0,Units,,,10403.2,,
2,Large regions (TL2),ITH4,Friuli-Venezia Giulia,SNA_2008,Last SNA classification (SNA 2008 or latest available),GDP,Regional GDP,REAL_PPP,"Millions USD, constant prices, constant PPP, base year 2015",ALL,All regions,2010,2010,,,0,Units,,,50223.9,,
2,Large regions (TL2),ITC3,Liguria,SNA_2008,Last SNA classification (SNA 2008 or latest available),GDP,Regional GDP,REAL_PPP,"Millions USD, constant prices, constant PPP, base year 2015",ALL,All regions,2009,2009,,,0,Units,,,66896.2,,
2,Large regions (TL2),ITI3,Marche,SNA_2008,Last SNA classification (SNA 2008 or latest available),GDP,Regional GDP,REAL_PPP,"Millions USD, constant prices, constant PPP, base year 2015",ALL,All regions,2012,2012,,,0,Units,,,54708.9,,
2,Large regions (TL2),ITF5,Basilicata,SNA_2008,Last SNA classification (SNA 2008 or latest available),GDP,Regional GDP,REAL_PPP,"Millions USD, constant prices, constant PPP, base year 2015",ALL,All regions,2012,2012,,,0,Units,,,16032.9,,
2,Large regions (TL2),ITF2,Molise,SNA_2008,Last SNA classification (SNA 2008 or latest available),GDP,Regional GDP,REAL_PPP,"Millions USD, constant prices, constant PPP, base year 2015",ALL,All regions,2003,2003,,,0,Units,,,9808.58,,
2,Large regions (TL2),ITG2,Sardinia,SNA_2008,Last SNA classification (SNA 2008 or latest available),GDP,Regional GDP,REAL_PPP,"Millions USD, constant prices, constant PPP, base year 2015",ALL,All regions,2012,2012,,,0,Units,,,46488.2,,
2,Large regions (TL2),ITF1,Abruzzo,SNA_2008,Last SNA classification (SNA 2008 or latest available),GDP,Regional GDP,REAL_PPP,"Millions USD, constant prices, constant PPP, base year 2015",ALL,All regions,2002,2002,,,0,Units,,,43893,,
2,Large regions (TL2),ITC3,Liguria,SNA_2008,Last SNA classification (SNA 2008 or latest available),GDP,Regional GDP,REAL_PPP,"Millions USD, constant prices, constant PPP, base year 2015",ALL,All regions,2008,2008,,,0,Units,,,71474.6,,
2,Large regions (TL2),ITF3,Campania,SNA_2008,Last SNA classification (SNA 2008 or latest available),GDP,Regional GDP,REAL_PPP,"Millions USD, constant prices, constant PPP, base year 2015",ALL,All regions,2007,2007,,,0,Units,,,159979,,
2,Large regions (TL2),ITG1,Sicily,SNA_2008,Last SNA classification (SNA 2008 or latest available),GDP,Regional GDP,REAL_PPP,"Millions USD, constant prices, constant PPP, base year 2015",ALL,All regions,2009,2009,,,0,Units,,,127054,,
2,Large regions (TL2),ITC2,Aosta Valley,SNA_2008,Last SNA classification (SNA 2008 or latest available),GDP,Regional GDP,REAL_PPP,"Millions USD, constant prices, constant PPP, base year 2015",ALL,All regions,2012,2012,,,0,Units,,,6802.13,,
2,Large regions (TL2),ITI1,Tuscany,SNA_2008,Last SNA classification (SNA 2008 or latest available),GDP,Regional GDP,REAL_PPP,"Millions USD, constant prices, constant PPP, base year 2015",ALL,All regions,2000,2000,,,0,Units,,,146014,,
2,Large regions (TL2),ITC2,Aosta Valley,SNA_2008,Last SNA classification (SNA 2008 or latest available),GDP,Regional GDP,REAL_PPP,"Millions USD, constant prices, constant PPP, base year 2015",ALL,All regions,2007,2007,,,0,Units,,,6886.76,,
2,Large regions (TL2),ITF5,Basilicata,SNA_2008,Last SNA classification (SNA 2008 or latest available),GDP,Regional GDP,REAL_PPP,"Millions USD, constant prices, constant PPP, base year 2015",ALL,All regions,2008,2008,,,0,Units,,,17620.5,,
2,Large regions (TL2),ITC1,Piedmont,SNA_2008,Last SNA classification (SNA 2008 or latest available),GDP,Regional GDP,REAL_PPP,"Millions USD, constant prices, constant PPP, base year 2015",ALL,All regions,2013,2013,,,0,Units,,,171645,,
