TL,Territory level and Typology,REG_ID,Region,VAR,Indicator,POS,Position,TIME,Year,Unit Code,Unit,PowerCode Code,PowerCode,Reference Period Code,Reference Period,Value,NewValue,Flag Codes,Flags
2,Large regions (TL2),ITG1,Sicily,RD_EXP_TOT_PPP,"R&D Total Expenditure (millions USD, constant prices, constant PPP, base year 2010)",ALL,All regions,2008,2008,,,0,Units,,,1043.94,1127.4552,,
2,Large regions (TL2),ITG1,Sicily,RD_EXP_TOT_PPP,"R&D Total Expenditure (millions USD, constant prices, constant PPP, base year 2010)",ALL,All regions,2009,2009,,,0,Units,,,1003.48,1083.7584,,
2,Large regions (TL2),ITG1,Sicily,RD_EXP_TOT_PPP,"R&D Total Expenditure (millions USD, constant prices, constant PPP, base year 2010)",ALL,All regions,2010,2010,,,0,Units,,,951.52,1027.6416,,
2,Large regions (TL2),ITG1,Sicily,RD_EXP_TOT_PPP,"R&D Total Expenditure (millions USD, constant prices, constant PPP, base year 2010)",ALL,All regions,2011,2011,,,0,Units,,,962.6,1039.608,,
2,Large regions (TL2),ITG2,Sardinia,RD_EXP_TOT_PPP,"R&D Total Expenditure (millions USD, constant prices, constant PPP, base year 2010)",ALL,All regions,2000,2000,,,0,Units,,,297.39,321.1812,,
2,Large regions (TL2),ITG2,Sardinia,RD_EXP_TOT_PPP,"R&D Total Expenditure (millions USD, constant prices, constant PPP, base year 2010)",ALL,All regions,2001,2001,,,0,Units,,,308.1,332.748,,
2,Large regions (TL2),ITG2,Sardinia,RD_EXP_TOT_PPP,"R&D Total Expenditure (millions USD, constant prices, constant PPP, base year 2010)",ALL,All regions,2002,2002,,,0,Units,,,315.21,340.4268,,
2,Large regions (TL2),ITG2,Sardinia,RD_EXP_TOT_PPP,"R&D Total Expenditure (millions USD, constant prices, constant PPP, base year 2010)",ALL,All regions,2003,2003,,,0,Units,,,320.14,345.7512,,
2,Large regions (TL2),ITG2,Sardinia,RD_EXP_TOT_PPP,"R&D Total Expenditure (millions USD, constant prices, constant PPP, base year 2010)",ALL,All regions,2004,2004,,,0,Units,,,305.67,330.1236,,
2,Large regions (TL2),ITG2,Sardinia,RD_EXP_TOT_PPP,"R&D Total Expenditure (millions USD, constant prices, constant PPP, base year 2010)",ALL,All regions,2005,2005,,,0,Units,,,266.52,287.8416,,
2,Large regions (TL2),ITG2,Sardinia,RD_EXP_TOT_PPP,"R&D Total Expenditure (millions USD, constant prices, constant PPP, base year 2010)",ALL,All regions,2006,2006,,,0,Units,,,302.91,327.1428,,
2,Large regions (TL2),ITG2,Sardinia,RD_EXP_TOT_PPP,"R&D Total Expenditure (millions USD, constant prices, constant PPP, base year 2010)",ALL,All regions,2007,2007,,,0,Units,,,285.02,307.8216,,
2,Large regions (TL2),ITG2,Sardinia,RD_EXP_TOT_PPP,"R&D Total Expenditure (millions USD, constant prices, constant PPP, base year 2010)",ALL,All regions,2008,2008,,,0,Units,,,278.06,300.3048,,
2,Large regions (TL2),ITG2,Sardinia,RD_EXP_TOT_PPP,"R&D Total Expenditure (millions USD, constant prices, constant PPP, base year 2010)",ALL,All regions,2009,2009,,,0,Units,,,301.52,325.6416,,
2,Large regions (TL2),ITG2,Sardinia,RD_EXP_TOT_PPP,"R&D Total Expenditure (millions USD, constant prices, constant PPP, base year 2010)",ALL,All regions,2010,2010,,,0,Units,,,308.32,332.9856,,
2,Large regions (TL2),ITG2,Sardinia,RD_EXP_TOT_PPP,"R&D Total Expenditure (millions USD, constant prices, constant PPP, base year 2010)",ALL,All regions,2011,2011,,,0,Units,,,356.8,385.344,,
2,Large regions (TL2),ITH1,Province of Bolzano-Bozen,RD_EXP_TOT_PPP,"R&D Total Expenditure (millions USD, constant prices, constant PPP, base year 2010)",ALL,All regions,2000,2000,,,0,Units,,,207.18,223.7544,,
2,Large regions (TL2),ITH1,Province of Bolzano-Bozen,RD_EXP_TOT_PPP,"R&D Total Expenditure (millions USD, constant prices, constant PPP, base year 2010)",ALL,All regions,2001,2001,,,0,Units,,,104.41,112.7628,,
2,Large regions (TL2),ITH1,Province of Bolzano-Bozen,RD_EXP_TOT_PPP,"R&D Total Expenditure (millions USD, constant prices, constant PPP, base year 2010)",ALL,All regions,2002,2002,,,0,Units,,,50.91,54.9828,,
2,Large regions (TL2),ITH1,Province of Bolzano-Bozen,RD_EXP_TOT_PPP,"R&D Total Expenditure (millions USD, constant prices, constant PPP, base year 2010)",ALL,All regions,2003,2003,,,0,Units,,,75.7,81.756,,
2,Large regions (TL2),ITH1,Province of Bolzano-Bozen,RD_EXP_TOT_PPP,"R&D Total Expenditure (millions USD, constant prices, constant PPP, base year 2010)",ALL,All regions,2004,2004,,,0,Units,,,101.38,109.4904,,
2,Large regions (TL2),ITH1,Province of Bolzano-Bozen,RD_EXP_TOT_PPP,"R&D Total Expenditure (millions USD, constant prices, constant PPP, base year 2010)",ALL,All regions,2005,2005,,,0,Units,,,76.79,82.9332,,
2,Large regions (TL2),ITH1,Province of Bolzano-Bozen,RD_EXP_TOT_PPP,"R&D Total Expenditure (millions USD, constant prices, constant PPP, base year 2010)",ALL,All regions,2006,2006,,,0,Units,,,101.15,109.242,,
2,Large regions (TL2),ITH1,Province of Bolzano-Bozen,RD_EXP_TOT_PPP,"R&D Total Expenditure (millions USD, constant prices, constant PPP, base year 2010)",ALL,All regions,2007,2007,,,0,Units,,,132.51,143.1108,,
2,Large regions (TL2),ITH1,Province of Bolzano-Bozen,RD_EXP_TOT_PPP,"R&D Total Expenditure (millions USD, constant prices, constant PPP, base year 2010)",ALL,All regions,2008,2008,,,0,Units,,,138.4,149.472,,
2,Large regions (TL2),ITH1,Province of Bolzano-Bozen,RD_EXP_TOT_PPP,"R&D Total Expenditure (millions USD, constant prices, constant PPP, base year 2010)",ALL,All regions,2009,2009,,,0,Units,,,135.97,146.8476,,
2,Large regions (TL2),ITH1,Province of Bolzano-Bozen,RD_EXP_TOT_PPP,"R&D Total Expenditure (millions USD, constant prices, constant PPP, base year 2010)",ALL,All regions,2010,2010,,,0,Units,,,141.99,153.3492,,
2,Large regions (TL2),ITH1,Province of Bolzano-Bozen,RD_EXP_TOT_PPP,"R&D Total Expenditure (millions USD, constant prices, constant PPP, base year 2010)",ALL,All regions,2011,2011,,,0,Units,,,159.91,172.7028,,
2,Large regions (TL2),ITH2,Province of Trento,RD_EXP_TOT_PPP,"R&D Total Expenditure (millions USD, constant prices, constant PPP, base year 2010)",ALL,All regions,2001,2001,,,0,Units,,,135.87,146.7396,,
2,Large regions (TL2),ITH2,Province of Trento,RD_EXP_TOT_PPP,"R&D Total Expenditure (millions USD, constant prices, constant PPP, base year 2010)",ALL,All regions,2002,2002,,,0,Units,,,221.28,238.9824,,
2,Large regions (TL2),ITH2,Province of Trento,RD_EXP_TOT_PPP,"R&D Total Expenditure (millions USD, constant prices, constant PPP, base year 2010)",ALL,All regions,2003,2003,,,0,Units,,,230.25,248.67,,
2,Large regions (TL2),ITH2,Province of Trento,RD_EXP_TOT_PPP,"R&D Total Expenditure (millions USD, constant prices, constant PPP, base year 2010)",ALL,All regions,2004,2004,,,0,Units,,,224.26,242.2008,,
2,Large regions (TL2),ITH2,Province of Trento,RD_EXP_TOT_PPP,"R&D Total Expenditure (millions USD, constant prices, constant PPP, base year 2010)",ALL,All regions,2005,2005,,,0,Units,,,237.91,256.9428,,
2,Large regions (TL2),ITH2,Province of Trento,RD_EXP_TOT_PPP,"R&D Total Expenditure (millions USD, constant prices, constant PPP, base year 2010)",ALL,All regions,2006,2006,,,0,Units,,,262.61,283.6188,,
2,Large regions (TL2),ITH2,Province of Trento,RD_EXP_TOT_PPP,"R&D Total Expenditure (millions USD, constant prices, constant PPP, base year 2010)",ALL,All regions,2007,2007,,,0,Units,,,262.72,283.7376,,
2,Large regions (TL2),ITH2,Province of Trento,RD_EXP_TOT_PPP,"R&D Total Expenditure (millions USD, constant prices, constant PPP, base year 2010)",ALL,All regions,2008,2008,,,0,Units,,,381.75,412.29,,
2,Large regions (TL2),ITH2,Province of Trento,RD_EXP_TOT_PPP,"R&D Total Expenditure (millions USD, constant prices, constant PPP, base year 2010)",ALL,All regions,2009,2009,,,0,Units,,,467.33,504.7164,,
2,Large regions (TL2),ITH2,Province of Trento,RD_EXP_TOT_PPP,"R&D Total Expenditure (millions USD, constant prices, constant PPP, base year 2010)",ALL,All regions,2010,2010,,,0,Units,,,450.86,486.9288,,
2,Large regions (TL2),ITH2,Province of Trento,RD_EXP_TOT_PPP,"R&D Total Expenditure (millions USD, constant prices, constant PPP, base year 2010)",ALL,All regions,2011,2011,,,0,Units,,,423.01,456.8508,,
2,Large regions (TL2),ITH3,Veneto,RD_EXP_TOT_PPP,"R&D Total Expenditure (millions USD, constant prices, constant PPP, base year 2010)",ALL,All regions,2000,2000,,,0,Units,,,986.59,1065.5172,,
2,Large regions (TL2),ITH3,Veneto,RD_EXP_TOT_PPP,"R&D Total Expenditure (millions USD, constant prices, constant PPP, base year 2010)",ALL,All regions,2001,2001,,,0,Units,,,1153.61,1245.8988,,
2,Large regions (TL2),ITH3,Veneto,RD_EXP_TOT_PPP,"R&D Total Expenditure (millions USD, constant prices, constant PPP, base year 2010)",ALL,All regions,2002,2002,,,0,Units,,,1345.66,1453.3128,,
2,Large regions (TL2),ITH3,Veneto,RD_EXP_TOT_PPP,"R&D Total Expenditure (millions USD, constant prices, constant PPP, base year 2010)",ALL,All regions,2003,2003,,,0,Units,,,1316.83,1422.1764,,
2,Large regions (TL2),ITH3,Veneto,RD_EXP_TOT_PPP,"R&D Total Expenditure (millions USD, constant prices, constant PPP, base year 2010)",ALL,All regions,2004,2004,,,0,Units,,,1288.73,1391.8284,,
2,Large regions (TL2),ITH3,Veneto,RD_EXP_TOT_PPP,"R&D Total Expenditure (millions USD, constant prices, constant PPP, base year 2010)",ALL,All regions,2005,2005,,,0,Units,,,1168.47,1261.9476,,
2,Large regions (TL2),ITH3,Veneto,RD_EXP_TOT_PPP,"R&D Total Expenditure (millions USD, constant prices, constant PPP, base year 2010)",ALL,All regions,2006,2006,,,0,Units,,,1404.06,1516.3848,,
2,Large regions (TL2),ITH3,Veneto,RD_EXP_TOT_PPP,"R&D Total Expenditure (millions USD, constant prices, constant PPP, base year 2010)",ALL,All regions,2007,2007,,,0,Units,,,1772.98,1914.8184,,
2,Large regions (TL2),ITH3,Veneto,RD_EXP_TOT_PPP,"R&D Total Expenditure (millions USD, constant prices, constant PPP, base year 2010)",ALL,All regions,2008,2008,,,0,Units,,,2127.49,2297.6892,,
2,Large regions (TL2),ITH3,Veneto,RD_EXP_TOT_PPP,"R&D Total Expenditure (millions USD, constant prices, constant PPP, base year 2010)",ALL,All regions,2009,2009,,,0,Units,,,2113.92,2283.0336,,
2,Large regions (TL2),ITH3,Veneto,RD_EXP_TOT_PPP,"R&D Total Expenditure (millions USD, constant prices, constant PPP, base year 2010)",ALL,All regions,2010,2010,,,0,Units,,,2067.04,2232.4032,,
2,Large regions (TL2),ITH3,Veneto,RD_EXP_TOT_PPP,"R&D Total Expenditure (millions USD, constant prices, constant PPP, base year 2010)",ALL,All regions,2011,2011,,,0,Units,,,2078.62,2244.9096,,
2,Large regions (TL2),ITH4,Friuli-Venezia Giulia,RD_EXP_TOT_PPP,"R&D Total Expenditure (millions USD, constant prices, constant PPP, base year 2010)",ALL,All regions,2000,2000,,,0,Units,,,545.15,588.762,,
2,Large regions (TL2),ITH4,Friuli-Venezia Giulia,RD_EXP_TOT_PPP,"R&D Total Expenditure (millions USD, constant prices, constant PPP, base year 2010)",ALL,All regions,2001,2001,,,0,Units,,,585.42,632.2536,,
2,Large regions (TL2),ITH4,Friuli-Venezia Giulia,RD_EXP_TOT_PPP,"R&D Total Expenditure (millions USD, constant prices, constant PPP, base year 2010)",ALL,All regions,2002,2002,,,0,Units,,,525.07,567.0756,,
2,Large regions (TL2),ITH4,Friuli-Venezia Giulia,RD_EXP_TOT_PPP,"R&D Total Expenditure (millions USD, constant prices, constant PPP, base year 2010)",ALL,All regions,2003,2003,,,0,Units,,,544.08,587.6064,,
2,Large regions (TL2),ITH4,Friuli-Venezia Giulia,RD_EXP_TOT_PPP,"R&D Total Expenditure (millions USD, constant prices, constant PPP, base year 2010)",ALL,All regions,2004,2004,,,0,Units,,,565.26,610.4808,,
2,Large regions (TL2),ITH4,Friuli-Venezia Giulia,RD_EXP_TOT_PPP,"R&D Total Expenditure (millions USD, constant prices, constant PPP, base year 2010)",ALL,All regions,2005,2005,,,0,Units,,,570.68,616.3344,,
2,Large regions (TL2),ITH4,Friuli-Venezia Giulia,RD_EXP_TOT_PPP,"R&D Total Expenditure (millions USD, constant prices, constant PPP, base year 2010)",ALL,All regions,2006,2006,,,0,Units,,,605.94,654.4152,,
2,Large regions (TL2),ITH4,Friuli-Venezia Giulia,RD_EXP_TOT_PPP,"R&D Total Expenditure (millions USD, constant prices, constant PPP, base year 2010)",ALL,All regions,2007,2007,,,0,Units,,,712.33,769.3164,,
2,Large regions (TL2),ITH4,Friuli-Venezia Giulia,RD_EXP_TOT_PPP,"R&D Total Expenditure (millions USD, constant prices, constant PPP, base year 2010)",ALL,All regions,2008,2008,,,0,Units,,,675.12,729.1296,,
2,Large regions (TL2),ITH4,Friuli-Venezia Giulia,RD_EXP_TOT_PPP,"R&D Total Expenditure (millions USD, constant prices, constant PPP, base year 2010)",ALL,All regions,2009,2009,,,0,Units,,,708.33,764.9964,,
2,Large regions (TL2),ITH4,Friuli-Venezia Giulia,RD_EXP_TOT_PPP,"R&D Total Expenditure (millions USD, constant prices, constant PPP, base year 2010)",ALL,All regions,2010,2010,,,0,Units,,,699.88,755.8704,,
2,Large regions (TL2),ITH4,Friuli-Venezia Giulia,RD_EXP_TOT_PPP,"R&D Total Expenditure (millions USD, constant prices, constant PPP, base year 2010)",ALL,All regions,2011,2011,,,0,Units,,,720.23,777.8484,,
2,Large regions (TL2),ITH5,Emilia-Romagna,RD_EXP_TOT_PPP,"R&D Total Expenditure (millions USD, constant prices, constant PPP, base year 2010)",ALL,All regions,2000,2000,,,0,Units,,,1700.59,1836.6372,,
2,Large regions (TL2),ITH5,Emilia-Romagna,RD_EXP_TOT_PPP,"R&D Total Expenditure (millions USD, constant prices, constant PPP, base year 2010)",ALL,All regions,2001,2001,,,0,Units,,,2065.51,2230.7508,,
2,Large regions (TL2),ITH5,Emilia-Romagna,RD_EXP_TOT_PPP,"R&D Total Expenditure (millions USD, constant prices, constant PPP, base year 2010)",ALL,All regions,2002,2002,,,0,Units,,,2304.39,2488.7412,,
2,Large regions (TL2),ITH5,Emilia-Romagna,RD_EXP_TOT_PPP,"R&D Total Expenditure (millions USD, constant prices, constant PPP, base year 2010)",ALL,All regions,2003,2003,,,0,Units,,,2206.28,2382.7824,,
2,Large regions (TL2),ITH5,Emilia-Romagna,RD_EXP_TOT_PPP,"R&D Total Expenditure (millions USD, constant prices, constant PPP, base year 2010)",ALL,All regions,2004,2004,,,0,Units,,,2105.9,2274.372,,
2,Large regions (TL2),ITH5,Emilia-Romagna,RD_EXP_TOT_PPP,"R&D Total Expenditure (millions USD, constant prices, constant PPP, base year 2010)",ALL,All regions,2005,2005,,,0,Units,,,2184.85,2359.638,,
2,Large regions (TL2),ITH5,Emilia-Romagna,RD_EXP_TOT_PPP,"R&D Total Expenditure (millions USD, constant prices, constant PPP, base year 2010)",ALL,All regions,2006,2006,,,0,Units,,,2340.65,2527.902,,
2,Large regions (TL2),ITH5,Emilia-Romagna,RD_EXP_TOT_PPP,"R&D Total Expenditure (millions USD, constant prices, constant PPP, base year 2010)",ALL,All regions,2007,2007,,,0,Units,,,2901.54,3133.6632,,
2,Large regions (TL2),ITH5,Emilia-Romagna,RD_EXP_TOT_PPP,"R&D Total Expenditure (millions USD, constant prices, constant PPP, base year 2010)",ALL,All regions,2008,2008,,,0,Units,,,2530.74,2733.1992,,
2,Large regions (TL2),ITH5,Emilia-Romagna,RD_EXP_TOT_PPP,"R&D Total Expenditure (millions USD, constant prices, constant PPP, base year 2010)",ALL,All regions,2009,2009,,,0,Units,,,2564.54,2769.7032,,
2,Large regions (TL2),ITH5,Emilia-Romagna,RD_EXP_TOT_PPP,"R&D Total Expenditure (millions USD, constant prices, constant PPP, base year 2010)",ALL,All regions,2010,2010,,,0,Units,,,2744.63,2964.2004,,
2,Large regions (TL2),ITH5,Emilia-Romagna,RD_EXP_TOT_PPP,"R&D Total Expenditure (millions USD, constant prices, constant PPP, base year 2010)",ALL,All regions,2011,2011,,,0,Units,,,2776.1,2998.188,,
2,Large regions (TL2),ITI1,Tuscany,RD_EXP_TOT_PPP,"R&D Total Expenditure (millions USD, constant prices, constant PPP, base year 2010)",ALL,All regions,2000,2000,,,0,Units,,,1396.72,1508.4576,,
2,Large regions (TL2),ITI1,Tuscany,RD_EXP_TOT_PPP,"R&D Total Expenditure (millions USD, constant prices, constant PPP, base year 2010)",ALL,All regions,2001,2001,,,0,Units,,,1489.56,1608.7248,,
2,Large regions (TL2),ITI1,Tuscany,RD_EXP_TOT_PPP,"R&D Total Expenditure (millions USD, constant prices, constant PPP, base year 2010)",ALL,All regions,2002,2002,,,0,Units,,,1569.87,1695.4596,,
2,Large regions (TL2),ITI1,Tuscany,RD_EXP_TOT_PPP,"R&D Total Expenditure (millions USD, constant prices, constant PPP, base year 2010)",ALL,All regions,2003,2003,,,0,Units,,,1567.58,1692.9864,,
2,Large regions (TL2),ITI1,Tuscany,RD_EXP_TOT_PPP,"R&D Total Expenditure (millions USD, constant prices, constant PPP, base year 2010)",ALL,All regions,2004,2004,,,0,Units,,,1597.47,1725.2676,,
2,Large regions (TL2),ITI1,Tuscany,RD_EXP_TOT_PPP,"R&D Total Expenditure (millions USD, constant prices, constant PPP, base year 2010)",ALL,All regions,2005,2005,,,0,Units,,,1573.51,1699.3908,,
2,Large regions (TL2),ITI1,Tuscany,RD_EXP_TOT_PPP,"R&D Total Expenditure (millions USD, constant prices, constant PPP, base year 2010)",ALL,All regions,2006,2006,,,0,Units,,,1559.77,1684.5516,,
2,Large regions (TL2),ITI1,Tuscany,RD_EXP_TOT_PPP,"R&D Total Expenditure (millions USD, constant prices, constant PPP, base year 2010)",ALL,All regions,2007,2007,,,0,Units,,,1508.83,1629.5364,,
2,Large regions (TL2),ITI1,Tuscany,RD_EXP_TOT_PPP,"R&D Total Expenditure (millions USD, constant prices, constant PPP, base year 2010)",ALL,All regions,2008,2008,,,0,Units,,,1657.93,1790.5644,,
2,Large regions (TL2),ITI1,Tuscany,RD_EXP_TOT_PPP,"R&D Total Expenditure (millions USD, constant prices, constant PPP, base year 2010)",ALL,All regions,2009,2009,,,0,Units,,,1757.13,1897.7004,,
2,Large regions (TL2),ITI1,Tuscany,RD_EXP_TOT_PPP,"R&D Total Expenditure (millions USD, constant prices, constant PPP, base year 2010)",ALL,All regions,2010,2010,,,0,Units,,,1752.39,1892.5812,,
2,Large regions (TL2),ITI1,Tuscany,RD_EXP_TOT_PPP,"R&D Total Expenditure (millions USD, constant prices, constant PPP, base year 2010)",ALL,All regions,2011,2011,,,0,Units,,,1728.6,1866.888,,
2,Large regions (TL2),ITI2,Umbria,RD_EXP_TOT_PPP,"R&D Total Expenditure (millions USD, constant prices, constant PPP, base year 2010)",ALL,All regions,2000,2000,,,0,Units,,,266.66,287.9928,,
2,Large regions (TL2),ITI2,Umbria,RD_EXP_TOT_PPP,"R&D Total Expenditure (millions USD, constant prices, constant PPP, base year 2010)",ALL,All regions,2001,2001,,,0,Units,,,232.24,250.8192,,
2,Large regions (TL2),ITI2,Umbria,RD_EXP_TOT_PPP,"R&D Total Expenditure (millions USD, constant prices, constant PPP, base year 2010)",ALL,All regions,2002,2002,,,0,Units,,,248.05,267.894,,
2,Large regions (TL2),ITI2,Umbria,RD_EXP_TOT_PPP,"R&D Total Expenditure (millions USD, constant prices, constant PPP, base year 2010)",ALL,All regions,2003,2003,,,0,Units,,,247.6,267.408,,
2,Large regions (TL2),ITI2,Umbria,RD_EXP_TOT_PPP,"R&D Total Expenditure (millions USD, constant prices, constant PPP, base year 2010)",ALL,All regions,2004,2004,,,0,Units,,,235.01,253.8108,,
2,Large regions (TL2),ITI2,Umbria,RD_EXP_TOT_PPP,"R&D Total Expenditure (millions USD, constant prices, constant PPP, base year 2010)",ALL,All regions,2005,2005,,,0,Units,,,230.38,248.8104,,
2,Large regions (TL2),ITI2,Umbria,RD_EXP_TOT_PPP,"R&D Total Expenditure (millions USD, constant prices, constant PPP, base year 2010)",ALL,All regions,2006,2006,,,0,Units,,,261.1,281.988,,
2,Large regions (TL2),ITI2,Umbria,RD_EXP_TOT_PPP,"R&D Total Expenditure (millions USD, constant prices, constant PPP, base year 2010)",ALL,All regions,2007,2007,,,0,Units,,,272.36,294.1488,,
2,Large regions (TL2),ITI2,Umbria,RD_EXP_TOT_PPP,"R&D Total Expenditure (millions USD, constant prices, constant PPP, base year 2010)",ALL,All regions,2008,2008,,,0,Units,,,266.11,287.3988,,
2,Large regions (TL2),ITI2,Umbria,RD_EXP_TOT_PPP,"R&D Total Expenditure (millions USD, constant prices, constant PPP, base year 2010)",ALL,All regions,2009,2009,,,0,Units,,,286.87,309.8196,,
2,Large regions (TL2),ITI2,Umbria,RD_EXP_TOT_PPP,"R&D Total Expenditure (millions USD, constant prices, constant PPP, base year 2010)",ALL,All regions,2010,2010,,,0,Units,,,261.27,282.1716,,
2,Large regions (TL2),ITI2,Umbria,RD_EXP_TOT_PPP,"R&D Total Expenditure (millions USD, constant prices, constant PPP, base year 2010)",ALL,All regions,2011,2011,,,0,Units,,,257.41,278.0028,,
2,Large regions (TL2),ITI3,Marche,RD_EXP_TOT_PPP,"R&D Total Expenditure (millions USD, constant prices, constant PPP, base year 2010)",ALL,All regions,2000,2000,,,0,Units,,,264.81,285.9948,,
2,Large regions (TL2),ITI3,Marche,RD_EXP_TOT_PPP,"R&D Total Expenditure (millions USD, constant prices, constant PPP, base year 2010)",ALL,All regions,2001,2001,,,0,Units,,,298.5,322.38,,
2,Large regions (TL2),ITI3,Marche,RD_EXP_TOT_PPP,"R&D Total Expenditure (millions USD, constant prices, constant PPP, base year 2010)",ALL,All regions,2002,2002,,,0,Units,,,377.63,407.8404,,
2,Large regions (TL2),ITI3,Marche,RD_EXP_TOT_PPP,"R&D Total Expenditure (millions USD, constant prices, constant PPP, base year 2010)",ALL,All regions,2003,2003,,,0,Units,,,361.14,390.0312,,
2,Large regions (TL2),ITI3,Marche,RD_EXP_TOT_PPP,"R&D Total Expenditure (millions USD, constant prices, constant PPP, base year 2010)",ALL,All regions,2004,2004,,,0,Units,,,294.92,318.5136,,
2,Large regions (TL2),ITI3,Marche,RD_EXP_TOT_PPP,"R&D Total Expenditure (millions USD, constant prices, constant PPP, base year 2010)",ALL,All regions,2005,2005,,,0,Units,,,316.21,341.5068,,
2,Large regions (TL2),ITI3,Marche,RD_EXP_TOT_PPP,"R&D Total Expenditure (millions USD, constant prices, constant PPP, base year 2010)",ALL,All regions,2006,2006,,,0,Units,,,361.92,390.8736,,
2,Large regions (TL2),ITI3,Marche,RD_EXP_TOT_PPP,"R&D Total Expenditure (millions USD, constant prices, constant PPP, base year 2010)",ALL,All regions,2007,2007,,,0,Units,,,389.9,421.092,,
2,Large regions (TL2),ITI3,Marche,RD_EXP_TOT_PPP,"R&D Total Expenditure (millions USD, constant prices, constant PPP, base year 2010)",ALL,All regions,2008,2008,,,0,Units,,,424.18,458.1144,,
2,Large regions (TL2),ITI3,Marche,RD_EXP_TOT_PPP,"R&D Total Expenditure (millions USD, constant prices, constant PPP, base year 2010)",ALL,All regions,2009,2009,,,0,Units,,,392.85,424.278,,
2,Large regions (TL2),ITI3,Marche,RD_EXP_TOT_PPP,"R&D Total Expenditure (millions USD, constant prices, constant PPP, base year 2010)",ALL,All regions,2010,2010,,,0,Units,,,417.98,451.4184,,
2,Large regions (TL2),ITI3,Marche,RD_EXP_TOT_PPP,"R&D Total Expenditure (millions USD, constant prices, constant PPP, base year 2010)",ALL,All regions,2011,2011,,,0,Units,,,412.85,445.878,,
2,Large regions (TL2),ITI4,Lazio,RD_EXP_TOT_PPP,"R&D Total Expenditure (millions USD, constant prices, constant PPP, base year 2010)",ALL,All regions,2000,2000,,,0,Units,,,3995.91,4315.5828,,
2,Large regions (TL2),ITI4,Lazio,RD_EXP_TOT_PPP,"R&D Total Expenditure (millions USD, constant prices, constant PPP, base year 2010)",ALL,All regions,2001,2001,,,0,Units,,,4283.07,4625.7156,,
2,Large regions (TL2),ITI4,Lazio,RD_EXP_TOT_PPP,"R&D Total Expenditure (millions USD, constant prices, constant PPP, base year 2010)",ALL,All regions,2002,2002,,,0,Units,,,4218.05,4555.494,,
2,Large regions (TL2),ITI4,Lazio,RD_EXP_TOT_PPP,"R&D Total Expenditure (millions USD, constant prices, constant PPP, base year 2010)",ALL,All regions,2003,2003,,,0,Units,,,4128.7,4458.996,,
2,Large regions (TL2),ITI4,Lazio,RD_EXP_TOT_PPP,"R&D Total Expenditure (millions USD, constant prices, constant PPP, base year 2010)",ALL,All regions,2004,2004,,,0,Units,,,4110.41,4439.2428,,
2,Large regions (TL2),ITI4,Lazio,RD_EXP_TOT_PPP,"R&D Total Expenditure (millions USD, constant prices, constant PPP, base year 2010)",ALL,All regions,2005,2005,,,0,Units,,,4235.69,4574.5452,,
2,Large regions (TL2),ITI4,Lazio,RD_EXP_TOT_PPP,"R&D Total Expenditure (millions USD, constant prices, constant PPP, base year 2010)",ALL,All regions,2006,2006,,,0,Units,,,4052,4376.16,,
2,Large regions (TL2),ITI4,Lazio,RD_EXP_TOT_PPP,"R&D Total Expenditure (millions USD, constant prices, constant PPP, base year 2010)",ALL,All regions,2007,2007,,,0,Units,,,3991.26,4310.5608,,
2,Large regions (TL2),ITI4,Lazio,RD_EXP_TOT_PPP,"R&D Total Expenditure (millions USD, constant prices, constant PPP, base year 2010)",ALL,All regions,2008,2008,,,0,Units,,,4233.21,4571.8668,,
2,Large regions (TL2),ITI4,Lazio,RD_EXP_TOT_PPP,"R&D Total Expenditure (millions USD, constant prices, constant PPP, base year 2010)",ALL,All regions,2009,2009,,,0,Units,,,4157.92,4490.5536,,
2,Large regions (TL2),ITI4,Lazio,RD_EXP_TOT_PPP,"R&D Total Expenditure (millions USD, constant prices, constant PPP, base year 2010)",ALL,All regions,2010,2010,,,0,Units,,,4099.27,4427.2116,,
2,Large regions (TL2),ITI4,Lazio,RD_EXP_TOT_PPP,"R&D Total Expenditure (millions USD, constant prices, constant PPP, base year 2010)",ALL,All regions,2011,2011,,,0,Units,,,3890.22,4201.4376,,
2,Large regions (TL2),ITC3,Liguria,RD_EXP_TOT_PPP,"R&D Total Expenditure (millions USD, constant prices, constant PPP, base year 2010)",ALL,All regions,2012,2012,,,0,Units,,,839.79,906.9732,,
2,Large regions (TL2),ITF5,Basilicata,RD_EXP_TOT_PPP,"R&D Total Expenditure (millions USD, constant prices, constant PPP, base year 2010)",ALL,All regions,2012,2012,,,0,Units,,,78.54,84.8232,,
2,Large regions (TL2),ITF6,Calabria,RD_EXP_TOT_PPP,"R&D Total Expenditure (millions USD, constant prices, constant PPP, base year 2010)",ALL,All regions,2012,2012,,,0,Units,,,226.28,244.3824,,
2,Large regions (TL2),ITC1,Piedmont,RD_EXP_TOT_PPP,"R&D Total Expenditure (millions USD, constant prices, constant PPP, base year 2010)",ALL,All regions,2013,2013,,,0,Units,,,3279.41,3541.7628,,
2,Large regions (TL2),ITC2,Aosta Valley,RD_EXP_TOT_PPP,"R&D Total Expenditure (millions USD, constant prices, constant PPP, base year 2010)",ALL,All regions,2013,2013,,,0,Units,,,24.52,26.4816,,
