TL,Territory level and Typology,REG_ID,Region,VAR,Indicator,POS,Position,TIME,Year,Unit Code,Unit,PowerCode Code,PowerCode,Reference Period Code,Reference Period,Value,NewValue,Flag Codes,Flags
2,Large regions (TL2),ITC4,Lombardy,RD_EXP_TOT_PPP,"R&D Total Expenditure (millions USD, constant prices, constant PPP, base year 2010)",ALL,All regions,2013,2013,,,0,Units,,,5986.28,6465.1824,,
2,Large regions (TL2),ITF1,Abruzzo,RD_EXP_TOT_PPP,"R&D Total Expenditure (millions USD, constant prices, constant PPP, base year 2010)",ALL,All regions,2012,2012,,,0,Units,,,342.03,369.3924,,
2,Large regions (TL2),ITF2,Molise,RD_EXP_TOT_PPP,"R&D Total Expenditure (millions USD, constant prices, constant PPP, base year 2010)",ALL,All regions,2013,2013,,,0,Units,,,60.77,65.6316,,
2,Large regions (TL2),ITF3,Campania,RD_EXP_TOT_PPP,"R&D Total Expenditure (millions USD, constant prices, constant PPP, base year 2010)",ALL,All regions,2013,2013,,,0,Units,,,1715.51,1852.7508,,
2,Large regions (TL2),ITG1,Sicily,RD_EXP_TOT_PPP,"R&D Total Expenditure (millions USD, constant prices, constant PPP, base year 2010)",ALL,All regions,2012,2012,,,0,Units,,,992.74,1072.1592,,
2,Large regions (TL2),ITG2,Sardinia,RD_EXP_TOT_PPP,"R&D Total Expenditure (millions USD, constant prices, constant PPP, base year 2010)",ALL,All regions,2012,2012,,,0,Units,,,325.89,351.9612,,
2,Large regions (TL2),ITH1,Province of Bolzano-Bozen,RD_EXP_TOT_PPP,"R&D Total Expenditure (millions USD, constant prices, constant PPP, base year 2010)",ALL,All regions,2013,2013,,,0,Units,,,173.49,187.3692,,
2,Large regions (TL2),ITH3,Veneto,RD_EXP_TOT_PPP,"R&D Total Expenditure (millions USD, constant prices, constant PPP, base year 2010)",ALL,All regions,2012,2012,,,0,Units,,,2083.22,2249.8776,,
2,Large regions (TL2),ITH5,Emilia-Romagna,RD_EXP_TOT_PPP,"R&D Total Expenditure (millions USD, constant prices, constant PPP, base year 2010)",ALL,All regions,2012,2012,,,0,Units,,,3054.09,3298.4172,,
2,Large regions (TL2),ITI3,Marche,RD_EXP_TOT_PPP,"R&D Total Expenditure (millions USD, constant prices, constant PPP, base year 2010)",ALL,All regions,2013,2013,,,0,Units,,,423.83,457.7364,,
2,Large regions (TL2),ITH1,Province of Bolzano-Bozen,RD_EXP_TOT_PPP,"R&D Total Expenditure (millions USD, constant prices, constant PPP, base year 2010)",ALL,All regions,2012,2012,,,0,Units,,,151.34,163.4472,,
2,Large regions (TL2),ITH2,Province of Trento,RD_EXP_TOT_PPP,"R&D Total Expenditure (millions USD, constant prices, constant PPP, base year 2010)",ALL,All regions,2013,2013,,,0,Units,,,442.69,478.1052,,
2,Large regions (TL2),ITH4,Friuli-Venezia Giulia,RD_EXP_TOT_PPP,"R&D Total Expenditure (millions USD, constant prices, constant PPP, base year 2010)",ALL,All regions,2013,2013,,,0,Units,,,692.77,748.1916,,
2,Large regions (TL2),ITI1,Tuscany,RD_EXP_TOT_PPP,"R&D Total Expenditure (millions USD, constant prices, constant PPP, base year 2010)",ALL,All regions,2013,2013,,,0,Units,,,1796.05,1939.734,,
2,Large regions (TL2),ITI2,Umbria,RD_EXP_TOT_PPP,"R&D Total Expenditure (millions USD, constant prices, constant PPP, base year 2010)",ALL,All regions,2012,2012,,,0,Units,,,250.02,270.0216,,
2,Large regions (TL2),ITI3,Marche,RD_EXP_TOT_PPP,"R&D Total Expenditure (millions USD, constant prices, constant PPP, base year 2010)",ALL,All regions,2012,2012,,,0,Units,,,425.5,459.54,,
2,Large regions (TL2),ITC1,Piedmont,RD_EXP_TOT_PPP,"R&D Total Expenditure (millions USD, constant prices, constant PPP, base year 2010)",ALL,All regions,2012,2012,,,0,Units,,,3233.44,3492.1152,,
2,Large regions (TL2),ITC4,Lombardy,RD_EXP_TOT_PPP,"R&D Total Expenditure (millions USD, constant prices, constant PPP, base year 2010)",ALL,All regions,2012,2012,,,0,Units,,,6055.78,6540.2424,,
2,Large regions (TL2),ITF2,Molise,RD_EXP_TOT_PPP,"R&D Total Expenditure (millions USD, constant prices, constant PPP, base year 2010)",ALL,All regions,2012,2012,,,0,Units,,,37.6,40.608,,
2,Large regions (TL2),ITF4,Apulia,RD_EXP_TOT_PPP,"R&D Total Expenditure (millions USD, constant prices, constant PPP, base year 2010)",ALL,All regions,2013,2013,,,0,Units,,,764.75,825.93,,
2,Large regions (TL2),ITH4,Friuli-Venezia Giulia,RD_EXP_TOT_PPP,"R&D Total Expenditure (millions USD, constant prices, constant PPP, base year 2010)",ALL,All regions,2012,2012,,,0,Units,,,686.05,740.934,,
2,Large regions (TL2),ITI1,Tuscany,RD_EXP_TOT_PPP,"R&D Total Expenditure (millions USD, constant prices, constant PPP, base year 2010)",ALL,All regions,2012,2012,,,0,Units,,,1797.33,1941.1164,,
2,Large regions (TL2),ITI4,Lazio,RD_EXP_TOT_PPP,"R&D Total Expenditure (millions USD, constant prices, constant PPP, base year 2010)",ALL,All regions,2013,2013,,,0,Units,,,3950.82,4266.8856,,
2,Large regions (TL2),ITC2,Aosta Valley,RD_EXP_TOT_PPP,"R&D Total Expenditure (millions USD, constant prices, constant PPP, base year 2010)",ALL,All regions,2012,2012,,,0,Units,,,28.4,30.672,,
2,Large regions (TL2),ITC3,Liguria,RD_EXP_TOT_PPP,"R&D Total Expenditure (millions USD, constant prices, constant PPP, base year 2010)",ALL,All regions,2013,2013,,,0,Units,,,808.38,873.0504,,
2,Large regions (TL2),ITF1,Abruzzo,RD_EXP_TOT_PPP,"R&D Total Expenditure (millions USD, constant prices, constant PPP, base year 2010)",ALL,All regions,2013,2013,,,0,Units,,,357.52,386.1216,,
2,Large regions (TL2),ITF3,Campania,RD_EXP_TOT_PPP,"R&D Total Expenditure (millions USD, constant prices, constant PPP, base year 2010)",ALL,All regions,2012,2012,,,0,Units,,,1658.26,1790.9208,,
2,Large regions (TL2),ITF4,Apulia,RD_EXP_TOT_PPP,"R&D Total Expenditure (millions USD, constant prices, constant PPP, base year 2010)",ALL,All regions,2012,2012,,,0,Units,,,729.25,787.59,,
2,Large regions (TL2),ITF5,Basilicata,RD_EXP_TOT_PPP,"R&D Total Expenditure (millions USD, constant prices, constant PPP, base year 2010)",ALL,All regions,2013,2013,,,0,Units,,,80.81,87.2748,,
2,Large regions (TL2),ITF6,Calabria,RD_EXP_TOT_PPP,"R&D Total Expenditure (millions USD, constant prices, constant PPP, base year 2010)",ALL,All regions,2013,2013,,,0,Units,,,230.97,249.4476,,
2,Large regions (TL2),ITG1,Sicily,RD_EXP_TOT_PPP,"R&D Total Expenditure (millions USD, constant prices, constant PPP, base year 2010)",ALL,All regions,2013,2013,,,0,Units,,,1026.69,1108.8252,,
2,Large regions (TL2),ITG2,Sardinia,RD_EXP_TOT_PPP,"R&D Total Expenditure (millions USD, constant prices, constant PPP, base year 2010)",ALL,All regions,2013,2013,,,0,Units,,,331.95,358.506,,
2,Large regions (TL2),ITH2,Province of Trento,RD_EXP_TOT_PPP,"R&D Total Expenditure (millions USD, constant prices, constant PPP, base year 2010)",ALL,All regions,2012,2012,,,0,Units,,,435.77,470.6316,,
2,Large regions (TL2),ITH3,Veneto,RD_EXP_TOT_PPP,"R&D Total Expenditure (millions USD, constant prices, constant PPP, base year 2010)",ALL,All regions,2013,2013,,,0,Units,,,2171.77,2345.5116,,
2,Large regions (TL2),ITH5,Emilia-Romagna,RD_EXP_TOT_PPP,"R&D Total Expenditure (millions USD, constant prices, constant PPP, base year 2010)",ALL,All regions,2013,2013,,,0,Units,,,3107.77,3356.3916,,
2,Large regions (TL2),ITI2,Umbria,RD_EXP_TOT_PPP,"R&D Total Expenditure (millions USD, constant prices, constant PPP, base year 2010)",ALL,All regions,2013,2013,,,0,Units,,,235.19,254.0052,,
2,Large regions (TL2),ITI4,Lazio,RD_EXP_TOT_PPP,"R&D Total Expenditure (millions USD, constant prices, constant PPP, base year 2010)",ALL,All regions,2012,2012,,,0,Units,,,3907.35,4219.938,,
2,Large regions (TL2),ITC1,Piedmont,RD_EXP_TOT_PPP,"R&D Total Expenditure (millions USD, constant prices, constant PPP, base year 2010)",ALL,All regions,2014,2014,,,0,Units,,,3591.4,3878.712,E,Estimated value
2,Large regions (TL2),ITC2,Aosta Valley,RD_EXP_TOT_PPP,"R&D Total Expenditure (millions USD, constant prices, constant PPP, base year 2010)",ALL,All regions,2014,2014,,,0,Units,,,27.23,29.4084,E,Estimated value
2,Large regions (TL2),ITC3,Liguria,RD_EXP_TOT_PPP,"R&D Total Expenditure (millions USD, constant prices, constant PPP, base year 2010)",ALL,All regions,2014,2014,,,0,Units,,,841.7,909.036,E,Estimated value
2,Large regions (TL2),ITC4,Lombardy,RD_EXP_TOT_PPP,"R&D Total Expenditure (millions USD, constant prices, constant PPP, base year 2010)",ALL,All regions,2014,2014,,,0,Units,,,5930.58,6405.0264,E,Estimated value
2,Large regions (TL2),ITF1,Abruzzo,RD_EXP_TOT_PPP,"R&D Total Expenditure (millions USD, constant prices, constant PPP, base year 2010)",ALL,All regions,2014,2014,,,0,Units,,,393.65,425.142,E,Estimated value
2,Large regions (TL2),ITF2,Molise,RD_EXP_TOT_PPP,"R&D Total Expenditure (millions USD, constant prices, constant PPP, base year 2010)",ALL,All regions,2014,2014,,,0,Units,,,51.53,55.6524,E,Estimated value
2,Large regions (TL2),ITF3,Campania,RD_EXP_TOT_PPP,"R&D Total Expenditure (millions USD, constant prices, constant PPP, base year 2010)",ALL,All regions,2014,2014,,,0,Units,,,1656.07,1788.5556,E,Estimated value
2,Large regions (TL2),ITF4,Apulia,RD_EXP_TOT_PPP,"R&D Total Expenditure (millions USD, constant prices, constant PPP, base year 2010)",ALL,All regions,2014,2014,,,0,Units,,,909.52,982.2816,E,Estimated value
2,Large regions (TL2),ITF5,Basilicata,RD_EXP_TOT_PPP,"R&D Total Expenditure (millions USD, constant prices, constant PPP, base year 2010)",ALL,All regions,2014,2014,,,0,Units,,,82.8,89.424,E,Estimated value
2,Large regions (TL2),ITF6,Calabria,RD_EXP_TOT_PPP,"R&D Total Expenditure (millions USD, constant prices, constant PPP, base year 2010)",ALL,All regions,2014,2014,,,0,Units,,,332.33,358.9164,E,Estimated value
2,Large regions (TL2),ITG1,Sicily,RD_EXP_TOT_PPP,"R&D Total Expenditure (millions USD, constant prices, constant PPP, base year 2010)",ALL,All regions,2014,2014,,,0,Units,,,1189.44,1284.5952,E,Estimated value
2,Large regions (TL2),ITG2,Sardinia,RD_EXP_TOT_PPP,"R&D Total Expenditure (millions USD, constant prices, constant PPP, base year 2010)",ALL,All regions,2014,2014,,,0,Units,,,325.18,351.1944,E,Estimated value
2,Large regions (TL2),ITH1,Province of Bolzano-Bozen,RD_EXP_TOT_PPP,"R&D Total Expenditure (millions USD, constant prices, constant PPP, base year 2010)",ALL,All regions,2014,2014,,,0,Units,,,193.65,209.142,E,Estimated value
2,Large regions (TL2),ITH2,Province of Trento,RD_EXP_TOT_PPP,"R&D Total Expenditure (millions USD, constant prices, constant PPP, base year 2010)",ALL,All regions,2014,2014,,,0,Units,,,438.42,473.4936,E,Estimated value
2,Large regions (TL2),ITH3,Veneto,RD_EXP_TOT_PPP,"R&D Total Expenditure (millions USD, constant prices, constant PPP, base year 2010)",ALL,All regions,2014,2014,,,0,Units,,,2089.54,2256.7032,E,Estimated value
2,Large regions (TL2),ITH4,Friuli-Venezia Giulia,RD_EXP_TOT_PPP,"R&D Total Expenditure (millions USD, constant prices, constant PPP, base year 2010)",ALL,All regions,2014,2014,,,0,Units,,,713.59,770.6772,E,Estimated value
2,Large regions (TL2),ITH5,Emilia-Romagna,RD_EXP_TOT_PPP,"R&D Total Expenditure (millions USD, constant prices, constant PPP, base year 2010)",ALL,All regions,2014,2014,,,0,Units,,,3252.3,3512.484,E,Estimated value
2,Large regions (TL2),ITI1,Tuscany,RD_EXP_TOT_PPP,"R&D Total Expenditure (millions USD, constant prices, constant PPP, base year 2010)",ALL,All regions,2014,2014,,,0,Units,,,1845.03,1992.6324,E,Estimated value
2,Large regions (TL2),ITI2,Umbria,RD_EXP_TOT_PPP,"R&D Total Expenditure (millions USD, constant prices, constant PPP, base year 2010)",ALL,All regions,2014,2014,,,0,Units,,,262.07,283.0356,E,Estimated value
2,Large regions (TL2),ITI3,Marche,RD_EXP_TOT_PPP,"R&D Total Expenditure (millions USD, constant prices, constant PPP, base year 2010)",ALL,All regions,2014,2014,,,0,Units,,,454.18,490.5144,E,Estimated value
2,Large regions (TL2),ITI4,Lazio,RD_EXP_TOT_PPP,"R&D Total Expenditure (millions USD, constant prices, constant PPP, base year 2010)",ALL,All regions,2014,2014,,,0,Units,,,3874.23,4184.1684,E,Estimated value
2,Large regions (TL2),ITC1,Piedmont,RD_EXP_TOT_PPP,"R&D Total Expenditure (millions USD, constant prices, constant PPP, base year 2010)",ALL,All regions,2015,2015,,,0,Units,,,3558.84,3843.5472,,
2,Large regions (TL2),ITC2,Aosta Valley,RD_EXP_TOT_PPP,"R&D Total Expenditure (millions USD, constant prices, constant PPP, base year 2010)",ALL,All regions,2015,2015,,,0,Units,,,38.96,42.0768,,
2,Large regions (TL2),ITC3,Liguria,RD_EXP_TOT_PPP,"R&D Total Expenditure (millions USD, constant prices, constant PPP, base year 2010)",ALL,All regions,2015,2015,,,0,Units,,,896.05,967.734,,
2,Large regions (TL2),ITC4,Lombardy,RD_EXP_TOT_PPP,"R&D Total Expenditure (millions USD, constant prices, constant PPP, base year 2010)",ALL,All regions,2015,2015,,,0,Units,,,5881.48,6351.9984,,
2,Large regions (TL2),ITF1,Abruzzo,RD_EXP_TOT_PPP,"R&D Total Expenditure (millions USD, constant prices, constant PPP, base year 2010)",ALL,All regions,2015,2015,,,0,Units,,,388.03,419.0724,,
2,Large regions (TL2),ITF3,Campania,RD_EXP_TOT_PPP,"R&D Total Expenditure (millions USD, constant prices, constant PPP, base year 2010)",ALL,All regions,2015,2015,,,0,Units,,,1664.74,1797.9192,,
2,Large regions (TL2),ITF4,Apulia,RD_EXP_TOT_PPP,"R&D Total Expenditure (millions USD, constant prices, constant PPP, base year 2010)",ALL,All regions,2015,2015,,,0,Units,,,926.21,1000.3068,,
2,Large regions (TL2),ITF5,Basilicata,RD_EXP_TOT_PPP,"R&D Total Expenditure (millions USD, constant prices, constant PPP, base year 2010)",ALL,All regions,2015,2015,,,0,Units,,,98.24,106.0992,,
2,Large regions (TL2),ITF6,Calabria,RD_EXP_TOT_PPP,"R&D Total Expenditure (millions USD, constant prices, constant PPP, base year 2010)",ALL,All regions,2015,2015,,,0,Units,,,296.53,320.2524,,
2,Large regions (TL2),ITG1,Sicily,RD_EXP_TOT_PPP,"R&D Total Expenditure (millions USD, constant prices, constant PPP, base year 2010)",ALL,All regions,2015,2015,,,0,Units,,,1116.6,1205.928,,
2,Large regions (TL2),ITG2,Sardinia,RD_EXP_TOT_PPP,"R&D Total Expenditure (millions USD, constant prices, constant PPP, base year 2010)",ALL,All regions,2015,2015,,,0,Units,,,356.71,385.2468,,
2,Large regions (TL2),ITH1,Province of Bolzano-Bozen,RD_EXP_TOT_PPP,"R&D Total Expenditure (millions USD, constant prices, constant PPP, base year 2010)",ALL,All regions,2015,2015,,,0,Units,,,208.51,225.1908,,
2,Large regions (TL2),ITH2,Province of Trento,RD_EXP_TOT_PPP,"R&D Total Expenditure (millions USD, constant prices, constant PPP, base year 2010)",ALL,All regions,2015,2015,,,0,Units,,,433.34,468.0072,,
2,Large regions (TL2),ITH3,Veneto,RD_EXP_TOT_PPP,"R&D Total Expenditure (millions USD, constant prices, constant PPP, base year 2010)",ALL,All regions,2015,2015,,,0,Units,,,2168.75,2342.25,,
2,Large regions (TL2),ITH4,Friuli-Venezia Giulia,RD_EXP_TOT_PPP,"R&D Total Expenditure (millions USD, constant prices, constant PPP, base year 2010)",ALL,All regions,2015,2015,,,0,Units,,,733.74,792.4392,,
2,Large regions (TL2),ITH5,Emilia-Romagna,RD_EXP_TOT_PPP,"R&D Total Expenditure (millions USD, constant prices, constant PPP, base year 2010)",ALL,All regions,2015,2015,,,0,Units,,,3470.82,3748.4856,,
2,Large regions (TL2),ITI1,Tuscany,RD_EXP_TOT_PPP,"R&D Total Expenditure (millions USD, constant prices, constant PPP, base year 2010)",ALL,All regions,2015,2015,,,0,Units,,,1877.53,2027.7324,,
2,Large regions (TL2),ITI3,Marche,RD_EXP_TOT_PPP,"R&D Total Expenditure (millions USD, constant prices, constant PPP, base year 2010)",ALL,All regions,2015,2015,,,0,Units,,,443.69,479.1852,,
2,Large regions (TL2),ITI4,Lazio,RD_EXP_TOT_PPP,"R&D Total Expenditure (millions USD, constant prices, constant PPP, base year 2010)",ALL,All regions,2015,2015,,,0,Units,,,3773.69,4075.5852,,
2,Large regions (TL2),ITC1,Piedmont,RD_EXP_TOT_PPP,"R&D Total Expenditure (millions USD, constant prices, constant PPP, base year 2010)",ALL,All regions,2016,2016,,,0,Units,,,3665.86,3959.1288,B,Break
2,Large regions (TL2),ITC2,Aosta Valley,RD_EXP_TOT_PPP,"R&D Total Expenditure (millions USD, constant prices, constant PPP, base year 2010)",ALL,All regions,2016,2016,,,0,Units,,,33.67,36.3636,B,Break
2,Large regions (TL2),ITC3,Liguria,RD_EXP_TOT_PPP,"R&D Total Expenditure (millions USD, constant prices, constant PPP, base year 2010)",ALL,All regions,2016,2016,,,0,Units,,,958.53,1035.2124,B,Break
2,Large regions (TL2),ITC4,Lombardy,RD_EXP_TOT_PPP,"R&D Total Expenditure (millions USD, constant prices, constant PPP, base year 2010)",ALL,All regions,2016,2016,,,0,Units,,,6088.47,6575.5476,B,Break
2,Large regions (TL2),ITF1,Abruzzo,RD_EXP_TOT_PPP,"R&D Total Expenditure (millions USD, constant prices, constant PPP, base year 2010)",ALL,All regions,2016,2016,,,0,Units,,,411.36,444.2688,B,Break
2,Large regions (TL2),ITF3,Campania,RD_EXP_TOT_PPP,"R&D Total Expenditure (millions USD, constant prices, constant PPP, base year 2010)",ALL,All regions,2016,2016,,,0,Units,,,1628,1758.24,B,Break
2,Large regions (TL2),ITF4,Apulia,RD_EXP_TOT_PPP,"R&D Total Expenditure (millions USD, constant prices, constant PPP, base year 2010)",ALL,All regions,2016,2016,,,0,Units,,,775.76,837.8208,B,Break
2,Large regions (TL2),ITF6,Calabria,RD_EXP_TOT_PPP,"R&D Total Expenditure (millions USD, constant prices, constant PPP, base year 2010)",ALL,All regions,2016,2016,,,0,Units,,,239.21,258.3468,B,Break
2,Large regions (TL2),ITG1,Sicily,RD_EXP_TOT_PPP,"R&D Total Expenditure (millions USD, constant prices, constant PPP, base year 2010)",ALL,All regions,2016,2016,,,0,Units,,,879.28,949.6224,B,Break
2,Large regions (TL2),ITG2,Sardinia,RD_EXP_TOT_PPP,"R&D Total Expenditure (millions USD, constant prices, constant PPP, base year 2010)",ALL,All regions,2016,2016,,,0,Units,,,360.28,389.1024,B,Break
2,Large regions (TL2),ITH1,Province of Bolzano-Bozen,RD_EXP_TOT_PPP,"R&D Total Expenditure (millions USD, constant prices, constant PPP, base year 2010)",ALL,All regions,2016,2016,,,0,Units,,,193.21,208.6668,B,Break
2,Large regions (TL2),ITH2,Province of Trento,RD_EXP_TOT_PPP,"R&D Total Expenditure (millions USD, constant prices, constant PPP, base year 2010)",ALL,All regions,2016,2016,,,0,Units,,,376.98,407.1384,B,Break
2,Large regions (TL2),ITH3,Veneto,RD_EXP_TOT_PPP,"R&D Total Expenditure (millions USD, constant prices, constant PPP, base year 2010)",ALL,All regions,2016,2016,,,0,Units,,,2545.69,2749.3452,B,Break
2,Large regions (TL2),ITH4,Friuli-Venezia Giulia,RD_EXP_TOT_PPP,"R&D Total Expenditure (millions USD, constant prices, constant PPP, base year 2010)",ALL,All regions,2016,2016,,,0,Units,,,744.11,803.6388,B,Break
2,Large regions (TL2),ITH5,Emilia-Romagna,RD_EXP_TOT_PPP,"R&D Total Expenditure (millions USD, constant prices, constant PPP, base year 2010)",ALL,All regions,2016,2016,,,0,Units,,,3868.55,4178.034,B,Break
2,Large regions (TL2),ITI1,Tuscany,RD_EXP_TOT_PPP,"R&D Total Expenditure (millions USD, constant prices, constant PPP, base year 2010)",ALL,All regions,2016,2016,,,0,Units,,,1892.31,2043.6948,B,Break
2,Large regions (TL2),ITI3,Marche,RD_EXP_TOT_PPP,"R&D Total Expenditure (millions USD, constant prices, constant PPP, base year 2010)",ALL,All regions,2016,2016,,,0,Units,,,536.15,579.042,B,Break
2,Large regions (TL2),ITI4,Lazio,RD_EXP_TOT_PPP,"R&D Total Expenditure (millions USD, constant prices, constant PPP, base year 2010)",ALL,All regions,2016,2016,,,0,Units,,,4002.16,4322.3328,B,Break
2,Large regions (TL2),ITC1,Piedmont,RD_EXP_TOT_PPP,"R&D Total Expenditure (millions USD, constant prices, constant PPP, base year 2010)",ALL,All regions,2017,2017,,,0,Units,,,3527.78,3810.0024,,
2,Large regions (TL2),ITC1,Piedmont,RD_EXP_TOT_PPP,"R&D Total Expenditure (millions USD, constant prices, constant PPP, base year 2010)",ALL,All regions,2018,2018,,,0,Units,,,3763.97,4065.0876,,
2,Large regions (TL2),ITC2,Aosta Valley,RD_EXP_TOT_PPP,"R&D Total Expenditure (millions USD, constant prices, constant PPP, base year 2010)",ALL,All regions,2017,2017,,,0,Units,,,31.58,34.1064,,
2,Large regions (TL2),ITC2,Aosta Valley,RD_EXP_TOT_PPP,"R&D Total Expenditure (millions USD, constant prices, constant PPP, base year 2010)",ALL,All regions,2018,2018,,,0,Units,,,29.8,32.184,,
2,Large regions (TL2),ITC3,Liguria,RD_EXP_TOT_PPP,"R&D Total Expenditure (millions USD, constant prices, constant PPP, base year 2010)",ALL,All regions,2017,2017,,,0,Units,,,880.29,950.7132,,
2,Large regions (TL2),ITC3,Liguria,RD_EXP_TOT_PPP,"R&D Total Expenditure (millions USD, constant prices, constant PPP, base year 2010)",ALL,All regions,2018,2018,,,0,Units,,,847.57,915.3756,,
2,Large regions (TL2),ITC4,Lombardy,RD_EXP_TOT_PPP,"R&D Total Expenditure (millions USD, constant prices, constant PPP, base year 2010)",ALL,All regions,2017,2017,,,0,Units,,,6233.47,6732.1476,,
2,Large regions (TL2),ITC4,Lombardy,RD_EXP_TOT_PPP,"R&D Total Expenditure (millions USD, constant prices, constant PPP, base year 2010)",ALL,All regions,2018,2018,,,0,Units,,,6562.02,7086.9816,,
2,Large regions (TL2),ITF1,Abruzzo,RD_EXP_TOT_PPP,"R&D Total Expenditure (millions USD, constant prices, constant PPP, base year 2010)",ALL,All regions,2017,2017,,,0,Units,,,402.61,434.8188,,
2,Large regions (TL2),ITF1,Abruzzo,RD_EXP_TOT_PPP,"R&D Total Expenditure (millions USD, constant prices, constant PPP, base year 2010)",ALL,All regions,2018,2018,,,0,Units,,,386.96,417.9168,,
2,Large regions (TL2),ITF2,Molise,RD_EXP_TOT_PPP,"R&D Total Expenditure (millions USD, constant prices, constant PPP, base year 2010)",ALL,All regions,2017,2017,,,0,Units,,,87.66,94.6728,,
2,Large regions (TL2),ITF2,Molise,RD_EXP_TOT_PPP,"R&D Total Expenditure (millions USD, constant prices, constant PPP, base year 2010)",ALL,All regions,2018,2018,,,0,Units,,,102.77,110.9916,,
2,Large regions (TL2),ITF3,Campania,RD_EXP_TOT_PPP,"R&D Total Expenditure (millions USD, constant prices, constant PPP, base year 2010)",ALL,All regions,2017,2017,,,0,Units,,,1683.25,1817.91,,
2,Large regions (TL2),ITF3,Campania,RD_EXP_TOT_PPP,"R&D Total Expenditure (millions USD, constant prices, constant PPP, base year 2010)",ALL,All regions,2018,2018,,,0,Units,,,1768.92,1910.4336,,
2,Large regions (TL2),ITF4,Apulia,RD_EXP_TOT_PPP,"R&D Total Expenditure (millions USD, constant prices, constant PPP, base year 2010)",ALL,All regions,2017,2017,,,0,Units,,,736.58,795.5064,,
2,Large regions (TL2),ITF4,Apulia,RD_EXP_TOT_PPP,"R&D Total Expenditure (millions USD, constant prices, constant PPP, base year 2010)",ALL,All regions,2018,2018,,,0,Units,,,749.12,809.0496,,
2,Large regions (TL2),ITF5,Basilicata,RD_EXP_TOT_PPP,"R&D Total Expenditure (millions USD, constant prices, constant PPP, base year 2010)",ALL,All regions,2017,2017,,,0,Units,,,102.67,110.8836,,
2,Large regions (TL2),ITF5,Basilicata,RD_EXP_TOT_PPP,"R&D Total Expenditure (millions USD, constant prices, constant PPP, base year 2010)",ALL,All regions,2018,2018,,,0,Units,,,99.8,107.784,,
2,Large regions (TL2),ITF6,Calabria,RD_EXP_TOT_PPP,"R&D Total Expenditure (millions USD, constant prices, constant PPP, base year 2010)",ALL,All regions,2017,2017,,,0,Units,,,220.19,237.8052,,
2,Large regions (TL2),ITF6,Calabria,RD_EXP_TOT_PPP,"R&D Total Expenditure (millions USD, constant prices, constant PPP, base year 2010)",ALL,All regions,2018,2018,,,0,Units,,,226.53,244.6524,,
2,Large regions (TL2),ITG1,Sicily,RD_EXP_TOT_PPP,"R&D Total Expenditure (millions USD, constant prices, constant PPP, base year 2010)",ALL,All regions,2017,2017,,,0,Units,,,856.39,924.9012,,
2,Large regions (TL2),ITG1,Sicily,RD_EXP_TOT_PPP,"R&D Total Expenditure (millions USD, constant prices, constant PPP, base year 2010)",ALL,All regions,2018,2018,,,0,Units,,,926.26,1000.3608,,
2,Large regions (TL2),ITG2,Sardinia,RD_EXP_TOT_PPP,"R&D Total Expenditure (millions USD, constant prices, constant PPP, base year 2010)",ALL,All regions,2017,2017,,,0,Units,,,332.67,359.2836,,
2,Large regions (TL2),ITG2,Sardinia,RD_EXP_TOT_PPP,"R&D Total Expenditure (millions USD, constant prices, constant PPP, base year 2010)",ALL,All regions,2018,2018,,,0,Units,,,353.25,381.51,,
2,Large regions (TL2),ITH1,Province of Bolzano-Bozen,RD_EXP_TOT_PPP,"R&D Total Expenditure (millions USD, constant prices, constant PPP, base year 2010)",ALL,All regions,2017,2017,,,0,Units,,,207.96,224.5968,,
2,Large regions (TL2),ITH1,Province of Bolzano-Bozen,RD_EXP_TOT_PPP,"R&D Total Expenditure (millions USD, constant prices, constant PPP, base year 2010)",ALL,All regions,2018,2018,,,0,Units,,,261.82,282.7656,,
2,Large regions (TL2),ITH2,Province of Trento,RD_EXP_TOT_PPP,"R&D Total Expenditure (millions USD, constant prices, constant PPP, base year 2010)",ALL,All regions,2017,2017,,,0,Units,,,386.36,417.2688,,
2,Large regions (TL2),ITH2,Province of Trento,RD_EXP_TOT_PPP,"R&D Total Expenditure (millions USD, constant prices, constant PPP, base year 2010)",ALL,All regions,2018,2018,,,0,Units,,,405.1,437.508,,
2,Large regions (TL2),ITH3,Veneto,RD_EXP_TOT_PPP,"R&D Total Expenditure (millions USD, constant prices, constant PPP, base year 2010)",ALL,All regions,2017,2017,,,0,Units,,,2677.92,2892.1536,,
2,Large regions (TL2),ITH3,Veneto,RD_EXP_TOT_PPP,"R&D Total Expenditure (millions USD, constant prices, constant PPP, base year 2010)",ALL,All regions,2018,2018,,,0,Units,,,2851.68,3079.8144,,
2,Large regions (TL2),ITH4,Friuli-Venezia Giulia,RD_EXP_TOT_PPP,"R&D Total Expenditure (millions USD, constant prices, constant PPP, base year 2010)",ALL,All regions,2017,2017,,,0,Units,,,744.69,804.2652,,
2,Large regions (TL2),ITH4,Friuli-Venezia Giulia,RD_EXP_TOT_PPP,"R&D Total Expenditure (millions USD, constant prices, constant PPP, base year 2010)",ALL,All regions,2018,2018,,,0,Units,,,799.69,863.6652,,
