DATAFLOW,FREQ,REF_AREA,DATA_TYPE_AGGR,BRKDW_INDUSTRY_NACE_REV2,NONFIN_ASSETS,EXPEND_PURPOSE_COICOPCOFOG,VALUATION,ADJUSTMENT,PRICE,EDITION,TIME_PERIOD,OBS_VALUE,OBS_STATUS,NOTE_DS,NOTE_REF_AREA,NOTE_DATA_TYPE_AGGR,NOTE_BRKDW_INDUSTRY_NACE_REV2,NOTE_NONFIN_ASSETS,NOTE_EXPEND_PURPOSE_COICOPCOFOG,NOTE_VALUATION,NOTE_ADJUSTMENT,NOTE_PRICE,NOTE_EDITION,BASE_PER,UNIT_MEAS,UNIT_MULT
IT1:93_500_DF_DCCN_TNA_4(1.0),A,ITC3,P3_D_W0_S13,Z,Z,G,L_2015,N,Z,2022M12,2001,9183.9,,,,TIPO_DATO_CN1__P3_D_W0_S13_N1,,,,VAL__L_2015_N1,CORREZ__N_N1,,,,EURO,6
IT1:93_500_DF_DCCN_TNA_4(1.0),A,ITC3,P3_D_W0_S13,Z,Z,G,L_2015,N,Z,2022M12,2002,9280.4,,,,TIPO_DATO_CN1__P3_D_W0_S13_N1,,,,VAL__L_2015_N1,CORREZ__N_N1,,,,EURO,6
IT1:93_500_DF_DCCN_TNA_4(1.0),A,ITC3,P3_D_W0_S13,Z,Z,G,L_2015,N,Z,2022M12,2003,9405.8,,,,TIPO_DATO_CN1__P3_D_W0_S13_N1,,,,VAL__L_2015_N1,CORREZ__N_N1,,,,EURO,6
IT1:93_500_DF_DCCN_TNA_4(1.0),A,ITC3,P3_D_W0_S13,Z,Z,G,L_2015,N,Z,2022M12,2004,9500.5,,,,TIPO_DATO_CN1__P3_D_W0_S13_N1,,,,VAL__L_2015_N1,CORREZ__N_N1,,,,EURO,6
IT1:93_500_DF_DCCN_TNA_4(1.0),A,ITC3,P3_D_W0_S13,Z,Z,G,L_2015,N,Z,2022M12,2005,9580.6,,,,TIPO_DATO_CN1__P3_D_W0_S13_N1,,,,VAL__L_2015_N1,CORREZ__N_N1,,,,EURO,6
IT1:93_500_DF_DCCN_TNA_4(1.0),A,ITC3,P3_D_W0_S13,Z,Z,G,L_2015,N,Z,2022M12,2006,9484.1,,,,TIPO_DATO_CN1__P3_D_W0_S13_N1,,,,VAL__L_2015_N1,CORREZ__N_N1,,,,EURO,6
IT1:93_500_DF_DCCN_TNA_4(1.0),A,ITC3,P3_D_W0_S13,Z,Z,G,L_2015,N,Z,2022M12,2007,9461.2,,,,TIPO_DATO_CN1__P3_D_W0_S13_N1,,,,VAL__L_2015_N1,CORREZ__N_N1,,,,EURO,6
IT1:93_500_DF_DCCN_TNA_4(1.0),A,ITC3,P3_D_W0_S13,Z,Z,G,L_2015,N,Z,2022M12,2008,9601.8,,,,TIPO_DATO_CN1__P3_D_W0_S13_N1,,,,VAL__L_2015_N1,CORREZ__N_N1,,,,EURO,6
IT1:93_500_DF_DCCN_TNA_4(1.0),A,ITC3,P3_D_W0_S13,Z,Z,G,L_2015,N,Z,2022M12,2009,9545.4,,,,TIPO_DATO_CN1__P3_D_W0_S13_N1,,,,VAL__L_2015_N1,CORREZ__N_N1,,,,EURO,6
IT1:93_500_DF_DCCN_TNA_4(1.0),A,ITC3,P3_D_W0_S13,Z,Z,G,L_2015,N,Z,2022M12,2010,9613.6,,,,TIPO_DATO_CN1__P3_D_W0_S13_N1,,,,VAL__L_2015_N1,CORREZ__N_N1,,,,EURO,6
IT1:93_500_DF_DCCN_TNA_4(1.0),A,ITC3,P3_D_W0_S13,Z,Z,G,L_2015,N,Z,2022M12,2011,9255.4,,,,TIPO_DATO_CN1__P3_D_W0_S13_N1,,,,VAL__L_2015_N1,CORREZ__N_N1,,,,EURO,6
IT1:93_500_DF_DCCN_TNA_4(1.0),A,ITC3,P3_D_W0_S13,Z,Z,G,L_2015,N,Z,2022M12,2012,9044.4,,,,TIPO_DATO_CN1__P3_D_W0_S13_N1,,,,VAL__L_2015_N1,CORREZ__N_N1,,,,EURO,6
IT1:93_500_DF_DCCN_TNA_4(1.0),A,ITC3,P3_D_W0_S13,Z,Z,G,L_2015,N,Z,2022M12,2013,8891.9,,,,TIPO_DATO_CN1__P3_D_W0_S13_N1,,,,VAL__L_2015_N1,CORREZ__N_N1,,,,EURO,6
IT1:93_500_DF_DCCN_TNA_4(1.0),A,ITC3,P3_D_W0_S13,Z,Z,G,L_2015,N,Z,2022M12,2014,8853.1,,,,TIPO_DATO_CN1__P3_D_W0_S13_N1,,,,VAL__L_2015_N1,CORREZ__N_N1,,,,EURO,6
IT1:93_500_DF_DCCN_TNA_4(1.0),A,ITC3,P3_D_W0_S13,Z,Z,G,L_2015,N,Z,2022M12,2015,8719.5,,,,TIPO_DATO_CN1__P3_D_W0_S13_N1,,,,VAL__L_2015_N1,CORREZ__N_N1,,,,EURO,6
IT1:93_500_DF_DCCN_TNA_4(1.0),A,ITC3,P3_D_W0_S13,Z,Z,G,L_2015,N,Z,2022M12,2016,8789.4,,,,TIPO_DATO_CN1__P3_D_W0_S13_N1,,,,VAL__L_2015_N1,CORREZ__N_N1,,,,EURO,6
IT1:93_500_DF_DCCN_TNA_4(1.0),A,ITC3,P3_D_W0_S13,Z,Z,G,L_2015,N,Z,2022M12,2017,8772.8,,,,TIPO_DATO_CN1__P3_D_W0_S13_N1,,,,VAL__L_2015_N1,CORREZ__N_N1,,,,EURO,6
IT1:93_500_DF_DCCN_TNA_4(1.0),A,ITC3,P3_D_W0_S13,Z,Z,G,L_2015,N,Z,2022M12,2018,8688.5,,,,TIPO_DATO_CN1__P3_D_W0_S13_N1,,,,VAL__L_2015_N1,CORREZ__N_N1,,,,EURO,6
IT1:93_500_DF_DCCN_TNA_4(1.0),A,ITC3,P3_D_W0_S13,Z,Z,G,L_2015,N,Z,2022M12,2019,8682.4,,,,TIPO_DATO_CN1__P3_D_W0_S13_N1,,,,VAL__L_2015_N1,CORREZ__N_N1,,,,EURO,6
IT1:93_500_DF_DCCN_TNA_4(1.0),A,ITC3,P3_D_W0_S13,Z,Z,G,L_2015,N,Z,2022M12,2020,8493.7,,,,TIPO_DATO_CN1__P3_D_W0_S13_N1,,,,VAL__L_2015_N1,CORREZ__N_N1,,,,EURO,6
IT1:93_500_DF_DCCN_TNA_4(1.0),A,ITC4,P3_D_W0_S13,Z,Z,G,L_2015,N,Z,2022M12,2000,44460.3,,,,TIPO_DATO_CN1__P3_D_W0_S13_N1,,,,VAL__L_2015_N1,CORREZ__N_N1,,,,EURO,6
IT1:93_500_DF_DCCN_TNA_4(1.0),A,ITC4,P3_D_W0_S13,Z,Z,G,L_2015,N,Z,2022M12,2001,47190.6,,,,TIPO_DATO_CN1__P3_D_W0_S13_N1,,,,VAL__L_2015_N1,CORREZ__N_N1,,,,EURO,6
IT1:93_500_DF_DCCN_TNA_4(1.0),A,ITC4,P3_D_W0_S13,Z,Z,G,L_2015,N,Z,2022M12,2002,47320,,,,TIPO_DATO_CN1__P3_D_W0_S13_N1,,,,VAL__L_2015_N1,CORREZ__N_N1,,,,EURO,6
IT1:93_500_DF_DCCN_TNA_4(1.0),A,ITC4,P3_D_W0_S13,Z,Z,G,L_2015,N,Z,2022M12,2003,47725.2,,,,TIPO_DATO_CN1__P3_D_W0_S13_N1,,,,VAL__L_2015_N1,CORREZ__N_N1,,,,EURO,6
IT1:93_500_DF_DCCN_TNA_4(1.0),A,ITC4,P3_D_W0_S13,Z,Z,G,L_2015,N,Z,2022M12,2004,47950.6,,,,TIPO_DATO_CN1__P3_D_W0_S13_N1,,,,VAL__L_2015_N1,CORREZ__N_N1,,,,EURO,6
IT1:93_500_DF_DCCN_TNA_4(1.0),A,ITC4,P3_D_W0_S13,Z,Z,G,L_2015,N,Z,2022M12,2005,47024.7,,,,TIPO_DATO_CN1__P3_D_W0_S13_N1,,,,VAL__L_2015_N1,CORREZ__N_N1,,,,EURO,6
IT1:93_500_DF_DCCN_TNA_4(1.0),A,ITC4,P3_D_W0_S13,Z,Z,G,L_2015,N,Z,2022M12,2006,47012.9,,,,TIPO_DATO_CN1__P3_D_W0_S13_N1,,,,VAL__L_2015_N1,CORREZ__N_N1,,,,EURO,6
IT1:93_500_DF_DCCN_TNA_4(1.0),A,ITC4,P3_D_W0_S13,Z,Z,G,L_2015,N,Z,2022M12,2007,47157.1,,,,TIPO_DATO_CN1__P3_D_W0_S13_N1,,,,VAL__L_2015_N1,CORREZ__N_N1,,,,EURO,6
IT1:93_500_DF_DCCN_TNA_4(1.0),A,ITC4,P3_D_W0_S13,Z,Z,G,L_2015,N,Z,2022M12,2008,48031.9,,,,TIPO_DATO_CN1__P3_D_W0_S13_N1,,,,VAL__L_2015_N1,CORREZ__N_N1,,,,EURO,6
IT1:93_500_DF_DCCN_TNA_4(1.0),A,ITC4,P3_D_W0_S13,Z,Z,G,L_2015,N,Z,2022M12,2009,48497.3,,,,TIPO_DATO_CN1__P3_D_W0_S13_N1,,,,VAL__L_2015_N1,CORREZ__N_N1,,,,EURO,6
IT1:93_500_DF_DCCN_TNA_4(1.0),A,ITC4,P3_D_W0_S13,Z,Z,G,L_2015,N,Z,2022M12,2010,48667.4,,,,TIPO_DATO_CN1__P3_D_W0_S13_N1,,,,VAL__L_2015_N1,CORREZ__N_N1,,,,EURO,6
IT1:93_500_DF_DCCN_TNA_4(1.0),A,ITC4,P3_D_W0_S13,Z,Z,G,L_2015,N,Z,2022M12,2011,47889.4,,,,TIPO_DATO_CN1__P3_D_W0_S13_N1,,,,VAL__L_2015_N1,CORREZ__N_N1,,,,EURO,6
IT1:93_500_DF_DCCN_TNA_4(1.0),A,ITC4,P3_D_W0_S13,Z,Z,G,L_2015,N,Z,2022M12,2012,47102.3,,,,TIPO_DATO_CN1__P3_D_W0_S13_N1,,,,VAL__L_2015_N1,CORREZ__N_N1,,,,EURO,6
IT1:93_500_DF_DCCN_TNA_4(1.0),A,ITC4,P3_D_W0_S13,Z,Z,G,L_2015,N,Z,2022M12,2013,46851.6,,,,TIPO_DATO_CN1__P3_D_W0_S13_N1,,,,VAL__L_2015_N1,CORREZ__N_N1,,,,EURO,6
IT1:93_500_DF_DCCN_TNA_4(1.0),A,ITC4,P3_D_W0_S13,Z,Z,G,L_2015,N,Z,2022M12,2014,46958.4,,,,TIPO_DATO_CN1__P3_D_W0_S13_N1,,,,VAL__L_2015_N1,CORREZ__N_N1,,,,EURO,6
IT1:93_500_DF_DCCN_TNA_4(1.0),A,ITC4,P3_D_W0_S13,Z,Z,G,L_2015,N,Z,2022M12,2015,46982,,,,TIPO_DATO_CN1__P3_D_W0_S13_N1,,,,VAL__L_2015_N1,CORREZ__N_N1,,,,EURO,6
IT1:93_500_DF_DCCN_TNA_4(1.0),A,ITC4,P3_D_W0_S13,Z,Z,G,L_2015,N,Z,2022M12,2016,47412.4,,,,TIPO_DATO_CN1__P3_D_W0_S13_N1,,,,VAL__L_2015_N1,CORREZ__N_N1,,,,EURO,6
IT1:93_500_DF_DCCN_TNA_4(1.0),A,ITC4,P3_D_W0_S13,Z,Z,G,L_2015,N,Z,2022M12,2017,47520.4,,,,TIPO_DATO_CN1__P3_D_W0_S13_N1,,,,VAL__L_2015_N1,CORREZ__N_N1,,,,EURO,6
IT1:93_500_DF_DCCN_TNA_4(1.0),A,ITC4,P3_D_W0_S13,Z,Z,G,L_2015,N,Z,2022M12,2018,47529.4,,,,TIPO_DATO_CN1__P3_D_W0_S13_N1,,,,VAL__L_2015_N1,CORREZ__N_N1,,,,EURO,6
IT1:93_500_DF_DCCN_TNA_4(1.0),A,ITC4,P3_D_W0_S13,Z,Z,G,L_2015,N,Z,2022M12,2019,47484.7,,,,TIPO_DATO_CN1__P3_D_W0_S13_N1,,,,VAL__L_2015_N1,CORREZ__N_N1,,,,EURO,6
IT1:93_500_DF_DCCN_TNA_4(1.0),A,ITC4,P3_D_W0_S13,Z,Z,G,L_2015,N,Z,2022M12,2020,47783.4,,,,TIPO_DATO_CN1__P3_D_W0_S13_N1,,,,VAL__L_2015_N1,CORREZ__N_N1,,,,EURO,6
IT1:93_500_DF_DCCN_TNA_4(1.0),A,ITD,P3_D_W0_S13,Z,Z,G,L_2015,N,Z,2022M12,2000,54900.4,,,,TIPO_DATO_CN1__P3_D_W0_S13_N1,,,,VAL__L_2015_N1,CORREZ__N_N1,,,,EURO,6
IT1:93_500_DF_DCCN_TNA_4(1.0),A,ITD,P3_D_W0_S13,Z,Z,G,L_2015,N,Z,2022M12,2001,58105.9,,,,TIPO_DATO_CN1__P3_D_W0_S13_N1,,,,VAL__L_2015_N1,CORREZ__N_N1,,,,EURO,6
IT1:93_500_DF_DCCN_TNA_4(1.0),A,ITD,P3_D_W0_S13,Z,Z,G,L_2015,N,Z,2022M12,2002,58840.1,,,,TIPO_DATO_CN1__P3_D_W0_S13_N1,,,,VAL__L_2015_N1,CORREZ__N_N1,,,,EURO,6
IT1:93_500_DF_DCCN_TNA_4(1.0),A,ITD,P3_D_W0_S13,Z,Z,G,L_2015,N,Z,2022M12,2003,59793.5,,,,TIPO_DATO_CN1__P3_D_W0_S13_N1,,,,VAL__L_2015_N1,CORREZ__N_N1,,,,EURO,6
IT1:93_500_DF_DCCN_TNA_4(1.0),A,ITD,P3_D_W0_S13,Z,Z,G,L_2015,N,Z,2022M12,2004,60066.1,,,,TIPO_DATO_CN1__P3_D_W0_S13_N1,,,,VAL__L_2015_N1,CORREZ__N_N1,,,,EURO,6
IT1:93_500_DF_DCCN_TNA_4(1.0),A,ITD,P3_D_W0_S13,Z,Z,G,L_2015,N,Z,2022M12,2005,60821.5,,,,TIPO_DATO_CN1__P3_D_W0_S13_N1,,,,VAL__L_2015_N1,CORREZ__N_N1,,,,EURO,6
IT1:93_500_DF_DCCN_TNA_4(1.0),A,ITD,P3_D_W0_S13,Z,Z,G,L_2015,N,Z,2022M12,2006,60859.4,,,,TIPO_DATO_CN1__P3_D_W0_S13_N1,,,,VAL__L_2015_N1,CORREZ__N_N1,,,,EURO,6
IT1:93_500_DF_DCCN_TNA_4(1.0),A,ITD,P3_D_W0_S13,Z,Z,G,L_2015,N,Z,2022M12,2007,61939.6,,,,TIPO_DATO_CN1__P3_D_W0_S13_N1,,,,VAL__L_2015_N1,CORREZ__N_N1,,,,EURO,6
IT1:93_500_DF_DCCN_TNA_4(1.0),A,ITD,P3_D_W0_S13,Z,Z,G,L_2015,N,Z,2022M12,2008,63037,,,,TIPO_DATO_CN1__P3_D_W0_S13_N1,,,,VAL__L_2015_N1,CORREZ__N_N1,,,,EURO,6
IT1:93_500_DF_DCCN_TNA_4(1.0),A,ITD,P3_D_W0_S13,Z,Z,G,L_2015,N,Z,2022M12,2009,63510.7,,,,TIPO_DATO_CN1__P3_D_W0_S13_N1,,,,VAL__L_2015_N1,CORREZ__N_N1,,,,EURO,6
IT1:93_500_DF_DCCN_TNA_4(1.0),A,ITD,P3_D_W0_S13,Z,Z,G,L_2015,N,Z,2022M12,2010,64274.4,,,,TIPO_DATO_CN1__P3_D_W0_S13_N1,,,,VAL__L_2015_N1,CORREZ__N_N1,,,,EURO,6
IT1:93_500_DF_DCCN_TNA_4(1.0),A,ITD,P3_D_W0_S13,Z,Z,G,L_2015,N,Z,2022M12,2011,62903.5,,,,TIPO_DATO_CN1__P3_D_W0_S13_N1,,,,VAL__L_2015_N1,CORREZ__N_N1,,,,EURO,6
IT1:93_500_DF_DCCN_TNA_4(1.0),A,ITD,P3_D_W0_S13,Z,Z,G,L_2015,N,Z,2022M12,2012,62423.5,,,,TIPO_DATO_CN1__P3_D_W0_S13_N1,,,,VAL__L_2015_N1,CORREZ__N_N1,,,,EURO,6
IT1:93_500_DF_DCCN_TNA_4(1.0),A,ITD,P3_D_W0_S13,Z,Z,G,L_2015,N,Z,2022M12,2013,61696,,,,TIPO_DATO_CN1__P3_D_W0_S13_N1,,,,VAL__L_2015_N1,CORREZ__N_N1,,,,EURO,6
IT1:93_500_DF_DCCN_TNA_4(1.0),A,ITD,P3_D_W0_S13,Z,Z,G,L_2015,N,Z,2022M12,2014,61511,,,,TIPO_DATO_CN1__P3_D_W0_S13_N1,,,,VAL__L_2015_N1,CORREZ__N_N1,,,,EURO,6
IT1:93_500_DF_DCCN_TNA_4(1.0),A,ITD,P3_D_W0_S13,Z,Z,G,L_2015,N,Z,2022M12,2015,61699,,,,TIPO_DATO_CN1__P3_D_W0_S13_N1,,,,VAL__L_2015_N1,CORREZ__N_N1,,,,EURO,6
IT1:93_500_DF_DCCN_TNA_4(1.0),A,ITD,P3_D_W0_S13,Z,Z,G,L_2015,N,Z,2022M12,2016,62719.9,,,,TIPO_DATO_CN1__P3_D_W0_S13_N1,,,,VAL__L_2015_N1,CORREZ__N_N1,,,,EURO,6
IT1:93_500_DF_DCCN_TNA_4(1.0),A,ITD,P3_D_W0_S13,Z,Z,G,L_2015,N,Z,2022M12,2017,62354.9,,,,TIPO_DATO_CN1__P3_D_W0_S13_N1,,,,VAL__L_2015_N1,CORREZ__N_N1,,,,EURO,6
IT1:93_500_DF_DCCN_TNA_4(1.0),A,ITD,P3_D_W0_S13,Z,Z,G,L_2015,N,Z,2022M12,2018,62885.1,,,,TIPO_DATO_CN1__P3_D_W0_S13_N1,,,,VAL__L_2015_N1,CORREZ__N_N1,,,,EURO,6
IT1:93_500_DF_DCCN_TNA_4(1.0),A,ITD,P3_D_W0_S13,Z,Z,G,L_2015,N,Z,2022M12,2019,63166.8,,,,TIPO_DATO_CN1__P3_D_W0_S13_N1,,,,VAL__L_2015_N1,CORREZ__N_N1,,,,EURO,6
IT1:93_500_DF_DCCN_TNA_4(1.0),A,ITD,P3_D_W0_S13,Z,Z,G,L_2015,N,Z,2022M12,2020,64572.8,,,,TIPO_DATO_CN1__P3_D_W0_S13_N1,,,,VAL__L_2015_N1,CORREZ__N_N1,,,,EURO,6
IT1:93_500_DF_DCCN_TNA_4(1.0),A,ITD1,P3_D_W0_S13,Z,Z,G,L_2015,N,Z,2022M12,2000,3320.3,,,,TIPO_DATO_CN1__P3_D_W0_S13_N1,,,,VAL__L_2015_N1,CORREZ__N_N1,,,,EURO,6
IT1:93_500_DF_DCCN_TNA_4(1.0),A,ITD1,P3_D_W0_S13,Z,Z,G,L_2015,N,Z,2022M12,2001,3484,,,,TIPO_DATO_CN1__P3_D_W0_S13_N1,,,,VAL__L_2015_N1,CORREZ__N_N1,,,,EURO,6
IT1:93_500_DF_DCCN_TNA_4(1.0),A,ITD1,P3_D_W0_S13,Z,Z,G,L_2015,N,Z,2022M12,2002,3546.4,,,,TIPO_DATO_CN1__P3_D_W0_S13_N1,,,,VAL__L_2015_N1,CORREZ__N_N1,,,,EURO,6
IT1:93_500_DF_DCCN_TNA_4(1.0),A,ITD1,P3_D_W0_S13,Z,Z,G,L_2015,N,Z,2022M12,2003,3664.9,,,,TIPO_DATO_CN1__P3_D_W0_S13_N1,,,,VAL__L_2015_N1,CORREZ__N_N1,,,,EURO,6
IT1:93_500_DF_DCCN_TNA_4(1.0),A,ITD1,P3_D_W0_S13,Z,Z,G,L_2015,N,Z,2022M12,2004,3728.6,,,,TIPO_DATO_CN1__P3_D_W0_S13_N1,,,,VAL__L_2015_N1,CORREZ__N_N1,,,,EURO,6
IT1:93_500_DF_DCCN_TNA_4(1.0),A,ITD1,P3_D_W0_S13,Z,Z,G,L_2015,N,Z,2022M12,2005,3837.6,,,,TIPO_DATO_CN1__P3_D_W0_S13_N1,,,,VAL__L_2015_N1,CORREZ__N_N1,,,,EURO,6
IT1:93_500_DF_DCCN_TNA_4(1.0),A,ITD1,P3_D_W0_S13,Z,Z,G,L_2015,N,Z,2022M12,2006,3833,,,,TIPO_DATO_CN1__P3_D_W0_S13_N1,,,,VAL__L_2015_N1,CORREZ__N_N1,,,,EURO,6
IT1:93_500_DF_DCCN_TNA_4(1.0),A,ITD1,P3_D_W0_S13,Z,Z,G,L_2015,N,Z,2022M12,2007,4120.5,,,,TIPO_DATO_CN1__P3_D_W0_S13_N1,,,,VAL__L_2015_N1,CORREZ__N_N1,,,,EURO,6
IT1:93_500_DF_DCCN_TNA_4(1.0),A,ITD1,P3_D_W0_S13,Z,Z,G,L_2015,N,Z,2022M12,2008,4190.6,,,,TIPO_DATO_CN1__P3_D_W0_S13_N1,,,,VAL__L_2015_N1,CORREZ__N_N1,,,,EURO,6
IT1:93_500_DF_DCCN_TNA_4(1.0),A,ITD1,P3_D_W0_S13,Z,Z,G,L_2015,N,Z,2022M12,2009,4197.7,,,,TIPO_DATO_CN1__P3_D_W0_S13_N1,,,,VAL__L_2015_N1,CORREZ__N_N1,,,,EURO,6
IT1:93_500_DF_DCCN_TNA_4(1.0),A,ITD1,P3_D_W0_S13,Z,Z,G,L_2015,N,Z,2022M12,2010,4231.1,,,,TIPO_DATO_CN1__P3_D_W0_S13_N1,,,,VAL__L_2015_N1,CORREZ__N_N1,,,,EURO,6
IT1:93_500_DF_DCCN_TNA_4(1.0),A,ITD1,P3_D_W0_S13,Z,Z,G,L_2015,N,Z,2022M12,2011,4164.4,,,,TIPO_DATO_CN1__P3_D_W0_S13_N1,,,,VAL__L_2015_N1,CORREZ__N_N1,,,,EURO,6
IT1:93_500_DF_DCCN_TNA_4(1.0),A,ITD1,P3_D_W0_S13,Z,Z,G,L_2015,N,Z,2022M12,2012,4189.3,,,,TIPO_DATO_CN1__P3_D_W0_S13_N1,,,,VAL__L_2015_N1,CORREZ__N_N1,,,,EURO,6
IT1:93_500_DF_DCCN_TNA_4(1.0),A,ITD1,P3_D_W0_S13,Z,Z,G,L_2015,N,Z,2022M12,2013,4161.3,,,,TIPO_DATO_CN1__P3_D_W0_S13_N1,,,,VAL__L_2015_N1,CORREZ__N_N1,,,,EURO,6
IT1:93_500_DF_DCCN_TNA_4(1.0),A,ITD1,P3_D_W0_S13,Z,Z,G,L_2015,N,Z,2022M12,2014,4140.8,,,,TIPO_DATO_CN1__P3_D_W0_S13_N1,,,,VAL__L_2015_N1,CORREZ__N_N1,,,,EURO,6
IT1:93_500_DF_DCCN_TNA_4(1.0),A,ITD1,P3_D_W0_S13,Z,Z,G,L_2015,N,Z,2022M12,2015,4221.2,,,,TIPO_DATO_CN1__P3_D_W0_S13_N1,,,,VAL__L_2015_N1,CORREZ__N_N1,,,,EURO,6
IT1:93_500_DF_DCCN_TNA_4(1.0),A,ITD1,P3_D_W0_S13,Z,Z,G,L_2015,N,Z,2022M12,2016,4288.7,,,,TIPO_DATO_CN1__P3_D_W0_S13_N1,,,,VAL__L_2015_N1,CORREZ__N_N1,,,,EURO,6
IT1:93_500_DF_DCCN_TNA_4(1.0),A,ITD1,P3_D_W0_S13,Z,Z,G,L_2015,N,Z,2022M12,2017,4238.9,,,,TIPO_DATO_CN1__P3_D_W0_S13_N1,,,,VAL__L_2015_N1,CORREZ__N_N1,,,,EURO,6
IT1:93_500_DF_DCCN_TNA_4(1.0),A,ITD1,P3_D_W0_S13,Z,Z,G,L_2015,N,Z,2022M12,2018,4373.2,,,,TIPO_DATO_CN1__P3_D_W0_S13_N1,,,,VAL__L_2015_N1,CORREZ__N_N1,,,,EURO,6
IT1:93_500_DF_DCCN_TNA_4(1.0),A,ITD1,P3_D_W0_S13,Z,Z,G,L_2015,N,Z,2022M12,2019,4463,,,,TIPO_DATO_CN1__P3_D_W0_S13_N1,,,,VAL__L_2015_N1,CORREZ__N_N1,,,,EURO,6
IT1:93_500_DF_DCCN_TNA_4(1.0),A,ITD1,P3_D_W0_S13,Z,Z,G,L_2015,N,Z,2022M12,2020,4566.3,,,,TIPO_DATO_CN1__P3_D_W0_S13_N1,,,,VAL__L_2015_N1,CORREZ__N_N1,,,,EURO,6
IT1:93_500_DF_DCCN_TNA_4(1.0),A,ITD2,P3_D_W0_S13,Z,Z,G,L_2015,N,Z,2022M12,2000,3538.3,,,,TIPO_DATO_CN1__P3_D_W0_S13_N1,,,,VAL__L_2015_N1,CORREZ__N_N1,,,,EURO,6
IT1:93_500_DF_DCCN_TNA_4(1.0),A,ITD2,P3_D_W0_S13,Z,Z,G,L_2015,N,Z,2022M12,2001,3669,,,,TIPO_DATO_CN1__P3_D_W0_S13_N1,,,,VAL__L_2015_N1,CORREZ__N_N1,,,,EURO,6
IT1:93_500_DF_DCCN_TNA_4(1.0),A,ITD2,P3_D_W0_S13,Z,Z,G,L_2015,N,Z,2022M12,2002,3666.7,,,,TIPO_DATO_CN1__P3_D_W0_S13_N1,,,,VAL__L_2015_N1,CORREZ__N_N1,,,,EURO,6
IT1:93_500_DF_DCCN_TNA_4(1.0),A,ITD2,P3_D_W0_S13,Z,Z,G,L_2015,N,Z,2022M12,2003,3773.5,,,,TIPO_DATO_CN1__P3_D_W0_S13_N1,,,,VAL__L_2015_N1,CORREZ__N_N1,,,,EURO,6
IT1:93_500_DF_DCCN_TNA_4(1.0),A,ITD2,P3_D_W0_S13,Z,Z,G,L_2015,N,Z,2022M12,2004,3811.4,,,,TIPO_DATO_CN1__P3_D_W0_S13_N1,,,,VAL__L_2015_N1,CORREZ__N_N1,,,,EURO,6
IT1:93_500_DF_DCCN_TNA_4(1.0),A,ITD2,P3_D_W0_S13,Z,Z,G,L_2015,N,Z,2022M12,2005,3796.6,,,,TIPO_DATO_CN1__P3_D_W0_S13_N1,,,,VAL__L_2015_N1,CORREZ__N_N1,,,,EURO,6
IT1:93_500_DF_DCCN_TNA_4(1.0),A,ITD2,P3_D_W0_S13,Z,Z,G,L_2015,N,Z,2022M12,2006,3849.6,,,,TIPO_DATO_CN1__P3_D_W0_S13_N1,,,,VAL__L_2015_N1,CORREZ__N_N1,,,,EURO,6
IT1:93_500_DF_DCCN_TNA_4(1.0),A,ITD2,P3_D_W0_S13,Z,Z,G,L_2015,N,Z,2022M12,2007,3977.5,,,,TIPO_DATO_CN1__P3_D_W0_S13_N1,,,,VAL__L_2015_N1,CORREZ__N_N1,,,,EURO,6
IT1:93_500_DF_DCCN_TNA_4(1.0),A,ITD2,P3_D_W0_S13,Z,Z,G,L_2015,N,Z,2022M12,2008,4038.4,,,,TIPO_DATO_CN1__P3_D_W0_S13_N1,,,,VAL__L_2015_N1,CORREZ__N_N1,,,,EURO,6
IT1:93_500_DF_DCCN_TNA_4(1.0),A,ITD2,P3_D_W0_S13,Z,Z,G,L_2015,N,Z,2022M12,2009,4117.2,,,,TIPO_DATO_CN1__P3_D_W0_S13_N1,,,,VAL__L_2015_N1,CORREZ__N_N1,,,,EURO,6
IT1:93_500_DF_DCCN_TNA_4(1.0),A,ITD2,P3_D_W0_S13,Z,Z,G,L_2015,N,Z,2022M12,2010,4173.3,,,,TIPO_DATO_CN1__P3_D_W0_S13_N1,,,,VAL__L_2015_N1,CORREZ__N_N1,,,,EURO,6
IT1:93_500_DF_DCCN_TNA_4(1.0),A,ITD2,P3_D_W0_S13,Z,Z,G,L_2015,N,Z,2022M12,2011,4228.5,,,,TIPO_DATO_CN1__P3_D_W0_S13_N1,,,,VAL__L_2015_N1,CORREZ__N_N1,,,,EURO,6
IT1:93_500_DF_DCCN_TNA_4(1.0),A,ITD2,P3_D_W0_S13,Z,Z,G,L_2015,N,Z,2022M12,2012,4256.1,,,,TIPO_DATO_CN1__P3_D_W0_S13_N1,,,,VAL__L_2015_N1,CORREZ__N_N1,,,,EURO,6
IT1:93_500_DF_DCCN_TNA_4(1.0),A,ITD2,P3_D_W0_S13,Z,Z,G,L_2015,N,Z,2022M12,2013,4206.9,,,,TIPO_DATO_CN1__P3_D_W0_S13_N1,,,,VAL__L_2015_N1,CORREZ__N_N1,,,,EURO,6
